Owner,Project,File Path,Is Helm Template,apiVersion,Has Behavior,MinReplicas,MaxReplicas,Metric Type,Metric Name,Target Kind,Target Value
codedynamitegroup,backend-programming-learning-system-infra,temp/production/kubernetes/5_application-deployment.yml,False,autoscaling/v2,False,2,4,Resource,cpu,Utilization,85
bonavadeur,ikukantai-base,hello/kourier.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,100
schoolbell-e,sbe-worker-face,k8s/worker-face-hpa.yaml,False,autoscaling/v2beta1,False,1,2,Resource,cpu,,
schoolbell-e,sbe-worker-face,k8s/worker-face-hpa.yaml,False,autoscaling/v2beta1,False,1,2,External,,,
dbca-wa,it-assets,kustomize/overlays/uat/deployment_hpa_patch.yaml,False,autoscaling/v2,False,,,,,,
Nagamani229,k8-databases,web/manifest.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,5
azmodan991,codeby-devops,lesson23/wordpress-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
PacktPublishing,Practical-Microservices-with-Dapr-and-.NET,chapter10/Deploy/sample.microservice.reservation.yaml,False,autoscaling/v1,False,1,20,resource,cpu,Utilization,50
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,True,5,100,Resource,cpu,Utilization,60
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,True,5,100,Resource,memory,Utilization,70
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,True,10,200,Resource,cpu,Utilization,60
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,True,10,200,Resource,memory,Utilization,70
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,True,5,50,Resource,cpu,Utilization,50
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,True,5,50,Resource,memory,Utilization,65
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,False,3,12,Resource,cpu,Utilization,70
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,False,3,12,Resource,memory,Utilization,80
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,True,10,150,Resource,cpu,Utilization,60
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,True,10,150,Resource,memory,Utilization,70
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,False,5,80,Resource,cpu,Utilization,65
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,False,5,80,Resource,memory,Utilization,75
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,False,8,120,Resource,cpu,Utilization,60
Alsairy,Waaed,k8s/base/autoscaling-and-policies.yaml,False,autoscaling/v2,False,8,120,Resource,memory,Utilization,70
MinhAnh553,melody-meet-MCS,services/k8s/autoscaling.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,25
MinhAnh553,melody-meet-MCS,services/k8s/autoscaling.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,70
MinhAnh553,melody-meet-MCS,services/k8s/autoscaling.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,40
MinhAnh553,melody-meet-MCS,services/k8s/autoscaling.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,40
MinhAnh553,melody-meet-MCS,services/k8s/autoscaling.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,70
MinhAnh553,melody-meet-MCS,services/k8s/autoscaling.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,70
MinhAnh553,melody-meet-MCS,services/k8s/autoscaling.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,60
MamangRust,monolith-payment-gateway-grpc,deployments/kubernetes/merchant-hpa.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
fminna,LLM-Helm-Fix,templates/careers_template.yaml,True,autoscaling/v2beta1,False,1,3,Resource,cpu,,
fminna,LLM-Helm-Fix,templates/careers_template.yaml,True,autoscaling/v2beta1,False,1,3,Resource,memory,,
mcsarathkumar,rke2-k8s,applications/flask-redis/5_hpa.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,50
IntelKamlesh,KedaDemo-Consumer1,openshift/custom-metrics-autoscaler.yaml,False,autoscaling/v2,True,1,3,Resource,cpu,Utilization,70
IntelKamlesh,KedaDemo-Consumer1,openshift/custom-metrics-autoscaler.yaml,False,autoscaling/v2,True,1,3,Resource,memory,Utilization,80
lbaowei,CFDSA-Precourse,day02/BEAR/dov-deploy.yaml,False,autoscaling/v2,False,1,4,Resource,cpu,Utilization,35
lbaowei,CFDSA-Precourse,day02/BEAR/dov-deploy.yaml,False,autoscaling/v2,False,1,4,Resource,memory,Utilization,35
HSLdevcom,digitransit-kubernetes-deploy,roles/aks-apply/files/prod/hsl-map-server-hpa-prod.yml,False,autoscaling/v2,True,2,8,Resource,cpu,Utilization,20
kpp16,distributed-job-runner,job_service/job-service-hpa.yml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,60
KarthikKN123,DevOps-Intern-Assignment,hpa.yml,False,autoscaling/v2beta2,False,2,5,Resource,cpu,Utilization,70
ettomarett,hamlaoui-devops,backend/k8s/product-service.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,70
ettomarett,hamlaoui-devops,backend/k8s/product-service.yaml,False,autoscaling/v2,False,1,5,Resource,memory,Utilization,80
karthickselvamdbt,Guacamole,guacamole/performance-optimization.yaml,False,autoscaling/v2,True,3,15,Resource,cpu,Utilization,60
karthickselvamdbt,Guacamole,guacamole/performance-optimization.yaml,False,autoscaling/v2,True,3,15,Resource,memory,Utilization,70
karthickselvamdbt,Guacamole,guacamole/performance-optimization.yaml,False,autoscaling/v2,True,3,15,Pods,guacamole_active_sessions,AverageValue,10
karthickselvamdbt,Guacamole,guacamole/performance-optimization.yaml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,70
karthickselvamdbt,Guacamole,guacamole/performance-optimization.yaml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,80
karthickselvamdbt,Guacamole,guacamole/performance-optimization.yaml,False,autoscaling/v2,True,3,10,Pods,guacd_active_connections,AverageValue,15
Chuc-Thien-DevOps-Final-Project,go-coffeshop,manifest/product/product-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,60
dltkdgus482,Stock-Of-Galaxy,backend/k8s/news-service-hpa.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
5sControl,5s-webserver,manifests/autoscalers/machine-model-autoscaler.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
HabsB,Green-Autoscaling,HpaVersion/Scalers/autoscaling-complete.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
HabsB,Green-Autoscaling,HpaVersion/Scalers/autoscaling-complete.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
HabsB,Green-Autoscaling,HpaVersion/Scalers/autoscaling-complete.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
HabsB,Green-Autoscaling,HpaVersion/Scalers/autoscaling-complete.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
HabsB,Green-Autoscaling,HpaVersion/Scalers/autoscaling-complete.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
HabsB,Green-Autoscaling,HpaVersion/Scalers/autoscaling-complete.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
HabsB,Green-Autoscaling,HpaVersion/Scalers/autoscaling-complete.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
HabsB,Green-Autoscaling,HpaVersion/Scalers/autoscaling-complete.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim3.yaml,False,autoscaling/v2,False,1,3,Resource,memory,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim3.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim3.yaml,False,autoscaling/v2,False,1,3,Resource,memory,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim3.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim3.yaml,False,autoscaling/v2,False,1,3,Resource,memory,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim3.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim3.yaml,False,autoscaling/v2,False,1,3,Resource,memory,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/graviteeio_apim3.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
madhav0407,TicketResolver_Kube,roles/kubernetes/files/backend-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
VindexAdmin,VindexV3,k8s/production.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
VindexAdmin,VindexV3,k8s/production.yaml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,80
alexmirandas,docker-course,examples/k8s-example-app/deployment.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
gunsookim,reca3_final_mani,tomcat-hpa.yaml,False,autoscaling/v1,False,3,6,Resource,cpu,Utilization,60
gunsookim,reca3_final_mani,tomcat-hpa.yaml,False,autoscaling/v1,False,3,6,Resource,memory,Utilization,60
fernando-romulo-silva,image-converter-service,src/main/k8s/base/horizontalPodAutoscaler.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,50
fernando-romulo-silva,image-converter-service,src/main/k8s/base/horizontalPodAutoscaler.yaml,False,autoscaling/v2beta2,False,1,10,Resource,memory,AverageValue,100Mi
quay,quay-operator,e2e/hpa/02-bump-hpas.yaml,False,autoscaling/v1,False,3,,,,,
quay,quay-operator,e2e/hpa/02-bump-hpas.yaml,False,autoscaling/v1,False,3,,,,,
quay,quay-operator,e2e/hpa/02-bump-hpas.yaml,False,autoscaling/v1,False,3,,,,,
Bokoness,devops-experts-project,k8s/hpa.yml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
TungNguyenNTT,mcp-platform,projects/enterprise_data_models_project/k8s/deployment.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
TungNguyenNTT,mcp-platform,projects/enterprise_data_models_project/k8s/deployment.yaml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,80
pingidentity,ping-cloud-base,code-gen/templates/cde/base/ping-cloud/pingaccess-was/engine/remove-from-secondary-patch.yaml,True,autoscaling/v1,False,,,,,,
danieleschmidt,agentic-startup-studio-boilerplate,deployment/global_generation_7_infrastructure.yaml,False,autoscaling/v2,False,3,20,Resource,cpu,Utilization,70
danieleschmidt,agentic-startup-studio-boilerplate,deployment/global_generation_7_infrastructure.yaml,False,autoscaling/v2,False,3,20,Resource,memory,Utilization,80
danieleschmidt,agentic-startup-studio-boilerplate,deployment/global_generation_7_infrastructure.yaml,False,autoscaling/v2,False,3,20,Pods,consciousness_states_per_second,AverageValue,50
danieleschmidt,agentic-startup-studio-boilerplate,deployment/global_generation_7_infrastructure.yaml,False,autoscaling/v2,False,5,50,Resource,cpu,Utilization,75
danieleschmidt,agentic-startup-studio-boilerplate,deployment/global_generation_7_infrastructure.yaml,False,autoscaling/v2,False,5,50,Resource,memory,Utilization,85
danieleschmidt,agentic-startup-studio-boilerplate,deployment/global_generation_7_infrastructure.yaml,False,autoscaling/v2,False,5,50,Pods,field_optimizations_per_second,AverageValue,10
SaifRehman,ICP-Airways,icp-backend/odm-microservice/odm-microservice-HPA.yaml,False,autoscaling/v2beta1,False,2,10,Pods,,,
SaifRehman,ICP-Airways,icp-backend/odm-microservice/odm-microservice-HPA.yaml,False,autoscaling/v2beta1,False,2,10,Resource,cpu,,
Saptarshi767,Flowbit_orchestrator,k8s/manifests/monitoring-service.yaml,False,autoscaling/v2,False,2,8,Resource,cpu,Utilization,70
Saptarshi767,Flowbit_orchestrator,k8s/manifests/monitoring-service.yaml,False,autoscaling/v2,False,2,8,Resource,memory,Utilization,80
PatrickKutch,testapp,myautoscaler.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
aaraispvtltd,mosquitto_kubernetes,kubernetes/mosquitto-hpa.yaml,False,autoscaling/v2beta2,False,1,5,Resource,cpu,,
siddhant792,SIT753-7.3HD,k8s/base/backend-hpa.yaml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,70
siddhant792,SIT753-7.3HD,k8s/base/backend-hpa.yaml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,80
technoavengers,Kubernetes_Fundamentals,k8s_operations/hpa/autoscale.yaml,False,autoscaling/v1,False,1,4,resource,cpu,Utilization,80
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,2,10,Resource,memory,Utilization,80
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,2,6,Resource,cpu,Utilization,70
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,2,6,Resource,memory,Utilization,80
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,3,12,Resource,cpu,Utilization,70
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,3,12,Resource,memory,Utilization,80
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,2,8,Resource,cpu,Utilization,70
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,2,8,Resource,memory,Utilization,80
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,2,8,Resource,cpu,Utilization,70
eipp,smm-architect,infrastructure/kubernetes/helm/smm-architect/rendered.yaml,False,autoscaling/v2,False,2,8,Resource,memory,Utilization,80
vickylimen1,projectk3s,k3s/deployment.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,80
KeepCodingCloudDevops6,contenedores-juanantonio,contenedores-JuanAntonio/kubernetes/autoscaling.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
FIAP-SOAT-G19,mvp-hackaton,k8s/api-deployment.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,20
EchoCog,deep-tree-echo-rkwv,infrastructure/kubernetes/base/cognitive-service.yaml,False,autoscaling/v2,True,3,20,Resource,cpu,Utilization,70
EchoCog,deep-tree-echo-rkwv,infrastructure/kubernetes/base/cognitive-service.yaml,False,autoscaling/v2,True,3,20,Resource,memory,Utilization,80
sciencemanepsilon,Blockchain_DeFi_Gaming,RegLogin/LOGIN/prodHPA.yaml,False,autoscaling/v1,False,1,55,resource,cpu,Utilization,80
codenlighten,bitcoin-sv-optimized-node,deploy/digitalocean.yml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
codenlighten,bitcoin-sv-optimized-node,deploy/digitalocean.yml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,80
niielsss,s6project,k3s/autoscaling/hpa-identityservice.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,50
niielsss,s6project,k3s/autoscaling/hpa-identityservice.yaml,False,autoscaling/v2,False,1,10,Resource,memory,Utilization,70
Billuboy,full-stack-helm-app,k8s/hpa/backend.yaml,False,autoscaling/v1,False,2,4,resource,cpu,Utilization,70
lordenns-javi,https-github.com-pablokbs-peladonerd,kubernetes/25/08-hello-hpa-external.yaml,False,autoscaling/v2beta2,False,3,10,External,http_requests_in_flight_hello,AverageValue,1000m
Team-SSOK,ssok-deploy,helm/dry-run/ssok-account-service-template.yaml,False,autoscaling/v2,True,1,3,Resource,cpu,Utilization,90
greeeg,cloud-architecture-fundamentals,tracks/kubernetes-cluster/hpa.yml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,50
Nazmul-9260,django-project-ecommerce,devxhub-gitops/python-app/django-hpa.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,50
Nazmul-9260,django-project-ecommerce,devxhub-gitops/python-app/django-hpa.yaml,False,autoscaling/v2,False,1,10,Resource,memory,Utilization,75
sportshead,powergrid,examples/bun/bun.yaml,False,autoscaling/v2,False,1,5,Resource,memory,Utilization,80
oracle-devrel,oci-wearable-health-app,tcp-server/manifest/deployment.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
SKukreja,Heavenhold-AI,k8s/hpa-celery-worker.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
maciekb2,task-manager,k8s/server-deployment.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
prameela-namala,k8-expense,backend/manifest.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,15
OlgaZykova,codeby-devops,lesson22/hpa.yml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
narahari517,expense-k8,backend/manifest.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,15
pasupuletinarasimha999,Narasimha_Final_2,Kubernetes/Code/Manifests/hpa2.yml,False,autoscaling/v1,False,2,3,resource,cpu,Utilization,60
Damatnic,astral-turf-fifa,k8s/atlas-deployment.yaml,False,autoscaling/v2,True,3,50,Resource,cpu,Utilization,70
Damatnic,astral-turf-fifa,k8s/atlas-deployment.yaml,False,autoscaling/v2,True,3,50,Resource,memory,Utilization,80
Damatnic,astral-turf-fifa,k8s/atlas-deployment.yaml,False,autoscaling/v2,True,3,50,Pods,http_requests_per_second,AverageValue,1k
Nader-Benhassen,EIOS-Platform,apps/go-services/k8s/phase3/backup-service-deployment.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,70
Nader-Benhassen,EIOS-Platform,apps/go-services/k8s/phase3/backup-service-deployment.yaml,False,autoscaling/v2,False,2,5,Resource,memory,Utilization,80
Vicky-cmd,Springboot-V1,deployments/deployment.yaml,False,autoscaling/v1,False,1,3,resource,cpu,Utilization,70
batat222,FFk8s,prod/frontend/HPA.yaml,False,autoscaling/v2,True,3,6,Resource,cpu,Utilization,60
batat222,FFk8s,prod/frontend/HPA.yaml,False,autoscaling/v2,True,3,6,Resource,memory,Utilization,70
chuangxinyuan,manifests,common/istio/base/istio.yaml,True,autoscaling/v2beta1,False,1,5,Resource,cpu,,
chuangxinyuan,manifests,common/istio/base/istio.yaml,True,autoscaling/v2beta1,False,1,5,Resource,cpu,,
daghondi,Ubuntu-Health---DeSci-Builders-Hackathon-Project,deployment/kubernetes/deployments/frontend-deployment.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
daghondi,Ubuntu-Health---DeSci-Builders-Hackathon-Project,deployment/kubernetes/deployments/frontend-deployment.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
md82680,Boston-RE-Sale-Probability-Model,.history/k8s/deployment_20250416104010.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
srinandan,sample-apps,kubernetes-manifests/inventory.yaml,False,autoscaling/v2,False,1,25,Resource,cpu,Utilization,50
pear651530,Meal-Provider,k8s/hpa/order-service-hpa.yaml,False,autoscaling/v2,True,1,20,Resource,cpu,Utilization,60
pear651530,Meal-Provider,k8s/hpa/order-service-hpa.yaml,False,autoscaling/v2,True,1,20,Resource,memory,Utilization,70
pear651530,Meal-Provider,k8s/hpa/order-service-hpa.yaml,False,autoscaling/v2,True,1,20,Pods,http_requests_per_second,AverageValue,200
gabrielmfh,StandFCOOL,k8s/gateway/gateway-hpa.yaml,False,autoscaling/v2,False,2,3,Resource,cpu,Utilization,80
gabrielmfh,StandFCOOL,k8s/gateway/gateway-hpa.yaml,False,autoscaling/v2,False,2,3,Resource,memory,Utilization,80
rackerlabs,genestack,base-kustomize/magnum/base/hpa-magnum-api.yaml,False,autoscaling/v2,False,2,9,Resource,cpu,Utilization,80
rackerlabs,genestack,base-kustomize/magnum/base/hpa-magnum-api.yaml,False,autoscaling/v2,False,2,9,Resource,memory,Utilization,80
nizdra857,hft,k8s/fe-app/hpa.yml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,60
gchahal1982,G3DAI,ai-platforms/annotateai/deployment/kubernetes/ai-model-service.yaml,False,autoscaling/v2,True,2,20,Resource,cpu,Utilization,70
gchahal1982,G3DAI,ai-platforms/annotateai/deployment/kubernetes/ai-model-service.yaml,False,autoscaling/v2,True,2,20,Resource,memory,Utilization,80
gchahal1982,G3DAI,ai-platforms/annotateai/deployment/kubernetes/ai-model-service.yaml,False,autoscaling/v2,True,2,20,Pods,nvidia_gpu_utilization,AverageValue,70
QAGIw3,PlatformQ,iac/kubernetes/charts/compliance-service/deployment.yaml,True,autoscaling/v2,False,2,8,Resource,cpu,Utilization,70
QAGIw3,PlatformQ,iac/kubernetes/charts/compliance-service/deployment.yaml,True,autoscaling/v2,False,2,8,Resource,memory,Utilization,80
flux-framework,flux-operator,examples/elasticity/horizontal-autoscaler/v2-cpu/hpa-cpu.yaml,False,autoscaling/v2,False,2,4,Resource,cpu,Utilization,2
ministryofjustice,hmpps-delius-alfresco,kustomize/stage/hpa-tika.yaml,False,autoscaling/v2,True,2,4,Resource,cpu,Utilization,50
genixpro,scopeberry,deployment/api/api_autoscaler.yaml,False,autoscaling/v1,False,__MINIMUM_REPLICATIONS__,__MAXIMUM_REPLICATIONS__,resource,cpu,Utilization,80
sincerejisoo,wordpress_k8s,kubernetes/wp-autoscaling.yml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
MiguelVeiro,Kubernetes-cluster,nginx/nginx-hpa.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,70
nitinsomani,nodeapp,upg-loadme-hpa.yaml,False,autoscaling/v1,False,,,,,,
issessions,ISSessionsCTF2022,01-PROGRAMMING/0x04-MonkeyGame2-H/k8s/hpa.yml,False,autoscaling/v2beta2,True,1,5,Resource,cpu,Utilization,80
kevinheijboer,quacker-public,quacker-auth-service/k8s/production/quacker-auth-service-deployment.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,95
PacktPublishing,Mastering-Kubernetes-Third-Edition,Chapter8/hue-reminders-hpa.yaml,False,autoscaling/v1,False,10,15,resource,cpu,Utilization,90
kyegomez,Athena-Create,kubernetes/athena-create-scale.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,50
abelovn,github_epam_diploma_task,k8s/app-hpa-prod.yml,False,autoscaling/v2beta2,False,1,4,Resource,cpu,Utilization,60
andrewferguson,corekube-worker,simple.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,5
holos-run,bank-of-holos,deploy/clusters/management/projects/network/components/istiod/istiod.gen.yaml,True,autoscaling/v2,False,1,5,Resource,cpu,Utilization,80
BachErik,infra-v2,apps/base/homepage/autoscale.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,80
BachErik,infra-v2,apps/base/homepage/autoscale.yaml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,70
temitayocharles,full-stack-apps,educational-platform/k8s/base/04-backend.yaml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,70
temitayocharles,full-stack-apps,educational-platform/k8s/base/04-backend.yaml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,80
hepyu,k8s-app-config,yaml/min-cluster-allinone/tekton/pipeline/release.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
Alivers,multidim-pod-autoscaler,examples/cpu-bound/deploy/deploy-with-hpa.yaml,False,autoscaling/v2beta2,False,1,16,Resource,cpu,Utilization,90
Mariamatambedou,kubernetes,k8s/autoscale-backend.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,80
tmather99,EchoService,onprem/php-apache.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
kasra-noorbakhsh,ECS-Course,CA3/P2/nginx-hpa.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
kasra-noorbakhsh,ECS-Course,CA3/P2/nginx-hpa.yaml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,80
thePegasusai,lidartald,src/backend/k8s/social-engine.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
8SOAT-G4-Tech-Challenge,tech-challenge-order,deploy/kubernetes/api/api-hpa.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,60
kubernetes-practical-guide,examples,ch7.4.6/manifests/mattermost/mattermost-hpa.yaml,False,autoscaling/v2beta1,False,1,5,Resource,memory,,
codereversing,multicompilersystem,Deployments/py/deployment.yaml,True,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,75
codereversing,multicompilersystem,Deployments/py/deployment.yaml,True,autoscaling/v2beta2,False,1,10,Resource,memory,AverageValue,800Mi
msfidelis,kubernetes-kind-setup,service-mesh/istio/whois-istio.yml,False,autoscaling/v2beta2,False,3,10,Resource,cpu,Utilization,30
jadhav1903,jenkins-helm-deploy-1,helm/petclinic/templates/petclinic-mem-hpa.yaml,True,autoscaling/v2,False,1,5,Resource,memory,Utilization,50
Muksad,Jenkins,helm/petclinic/templates/petclinic-mem-hpa.yaml,True,autoscaling/v2,False,1,5,Resource,memory,Utilization,50
Divyachitluri76,Jenkins,helm/petclinic/templates/petclinic-mem-hpa.yaml,True,autoscaling/v2,False,1,5,Resource,memory,Utilization,50
MonikaWalanj,cicd-test,helm/petclinic/templates/petclinic-mem-hpa.yaml,True,autoscaling/v2,False,1,5,Resource,memory,Utilization,50
NecroFeelyah,aiad-fesi-crew,k8s/ui-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
Azure,aks-app-routing-operator,pkg/manifests/fixtures/nginx/default_version/full-with-ssl-passthrough.yaml,False,autoscaling/v1,False,2,100,resource,cpu,Utilization,80
data-infra,cube-studio,install/kubernetes/istio/istio-gateway.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,80
SylvanStack,test-cu,install/kubernetes/istio/istio-gateway.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,80
azmodan991,codeby-devops,lesson22/wordpress-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
IntelKamlesh,KedaDemo-Consumer,openshift/custom-metrics-autoscaler.yaml,False,autoscaling/v2,True,1,3,Resource,cpu,Utilization,70
IntelKamlesh,KedaDemo-Consumer,openshift/custom-metrics-autoscaler.yaml,False,autoscaling/v2,True,1,3,Resource,memory,Utilization,80
hyuntohoon,StockOfGalaxy,backend/k8s/news-service-hpa.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
SunYerim,StockOfGalaxy,backend/k8s/news-service-hpa.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
