repo_full_name,Owner,Project,File Path,apiVersion,Is Helm Template,Has Behavior,raw_length,Metric Type,Metric Name,HPAClass
mattjutt1/Atlas-Financial,mattjutt1,Atlas-Financial,infrastructure/k8s/06-firefly.yaml,autoscaling/v2,False,True,7116,Resource,memory,LARGE_YAML
thinc-org/rnkm63-frontend,thinc-org,rnkm63-frontend,k8s.yaml,autoscaling/v2beta1,False,False,820,Resource,cpu,UNKNOWN
obinnaaliogor/collections_manifest,obinnaaliogor,collections_manifest,hpa.yml,autoscaling/v2,False,False,480,Resource,cpu,UNKNOWN
obinnaaliogor/collections_manifest,obinnaaliogor,collections_manifest,hpa.yml,autoscaling/v2,False,False,480,Resource,memory,UNKNOWN
Seshadri724/AutoScale-ML,Seshadri724,AutoScale-ML,hpa.yaml,autoscaling/v2,False,False,378,Resource,cpu,UNKNOWN
taehoio/note,taehoio,note,k8s.yaml,autoscaling/v1,False,False,5778,resource,cpu,V2_RESOURCE_CPU_MEMORY
taehoio/note,taehoio,note,k8s.yaml,autoscaling/v1,False,False,5778,resource,cpu,LARGE_YAML
EpicApex/flask-hello-world,EpicApex,flask-hello-world,flask.yaml,autoscaling/v2,False,True,1972,Resource,memory,ADVANCED_BEHAVIOR
EpicApex/flask-hello-world,EpicApex,flask-hello-world,flask.yaml,autoscaling/v2,False,True,1972,Resource,cpu,ADVANCED_BEHAVIOR
contourkde/gcp-basiclabs,contourkde,gcp-basiclabs,gke.yaml,autoscaling/v2,False,False,1138,Resource,cpu,UNKNOWN
ArtemStolbchenko/content-service,ArtemStolbchenko,content-service,hpa.yml,autoscaling/v2,False,False,465,Resource,cpu,UNKNOWN
ArtemStolbchenko/content-service,ArtemStolbchenko,content-service,hpa.yml,autoscaling/v2,False,False,465,Resource,memory,UNKNOWN
saurabh-dighe/frontend,saurabh-dighe,frontend,deploy.yaml,autoscaling/v2,False,False,2152,Resource,cpu,UNKNOWN
tamasma/rust-app-on-kubernetes,tamasma,rust-app-on-kubernetes,hpa.yaml,autoscaling/v1,False,False,266,resource,cpu,V2_RESOURCE_CPU_MEMORY
duyhung2k4/k8s-learning,duyhung2k4,k8s-learning,mini-be.yml,autoscaling/v2,False,False,1631,Resource,cpu,UNKNOWN
duyhung2k4/k8s-learning,duyhung2k4,k8s-learning,mini-be.yml,autoscaling/v2,False,False,1631,Resource,memory,UNKNOWN
ShubhamBhurse/Kubernetes-manifests,ShubhamBhurse,Kubernetes-manifests,hpa.yml,autoscaling/v2,False,False,1466,Resource,cpu,UNKNOWN
ShubhamBhurse/Kubernetes-manifests,ShubhamBhurse,Kubernetes-manifests,hpa.yml,autoscaling/v2,False,False,1466,Resource,memory,UNKNOWN
digiwhite1980/flux,digiwhite1980,flux,bases/istio/generated-manifest.yaml,autoscaling/v2beta1,True,False,274998,Resource,cpu,HELM_TEMPLATED
digiwhite1980/flux,digiwhite1980,flux,bases/istio/generated-manifest.yaml,autoscaling/v2beta1,True,False,274998,Resource,cpu,LARGE_YAML
digiwhite1980/flux,digiwhite1980,flux,bases/istio/generated-manifest.yaml,autoscaling/v2beta1,True,False,274998,Resource,cpu,HELM_TEMPLATED
digiwhite1980/flux,digiwhite1980,flux,bases/istio/generated-manifest.yaml,autoscaling/v2beta1,True,False,274998,Resource,cpu,LARGE_YAML
Chase-Marino/retain-hpa-test,Chase-Marino,retain-hpa-test,hpa.yaml,autoscaling/v2,False,True,549,Resource,cpu,ADVANCED_BEHAVIOR
Mooky0/temalab,Mooky0,temalab,rc_hpa.yaml,autoscaling/v1,False,False,240,resource,cpu,V2_RESOURCE_CPU_MEMORY
raghudevopsb81/learn-kubernetes,raghudevopsb81,learn-kubernetes,16-hpa.yml,autoscaling/v2,False,False,793,Resource,cpu,UNKNOWN
filippofinke/kube-test,filippofinke,kube-test,deploy.yaml,autoscaling/v2,False,True,2212,Resource,cpu,ADVANCED_BEHAVIOR
filippofinke/kube-test,filippofinke,kube-test,deploy.yaml,autoscaling/v2,False,True,2212,Resource,memory,ADVANCED_BEHAVIOR
gireeshp/simple-delay-api-k8-auto-scaler,gireeshp,simple-delay-api-k8-auto-scaler,k8.yaml,autoscaling/v1,False,False,1174,resource,cpu,V2_RESOURCE_CPU_MEMORY
luisrivas35/docker_k8_course,luisrivas35,docker_k8_course,mypod.yaml,autoscaling/v2,False,False,1348,Resource,cpu,UNKNOWN
jeyreichel/swirl-project,jeyreichel,swirl-project,k8s/hpa.yml,autoscaling/v2,False,False,352,Resource,cpu,UNKNOWN
Nissivardhan/Login-Page,Nissivardhan,Login-Page,k8s/HPA.yml,autoscaling/v1,False,False,238,resource,cpu,V2_RESOURCE_CPU_MEMORY
tfsantosbr/dotnet-hello-world,tfsantosbr,dotnet-hello-world,k8s/hpa.yml,autoscaling/v2,False,False,540,Resource,cpu,UNKNOWN
tfsantosbr/dotnet-hello-world,tfsantosbr,dotnet-hello-world,k8s/hpa.yml,autoscaling/v2,False,False,540,Resource,memory,UNKNOWN
veerendra2/flask-app,veerendra2,flask-app,app-hpa.yaml,autoscaling/v1,False,False,280,resource,cpu,V2_RESOURCE_CPU_MEMORY
Pranwagh/flask_with-mongodb_deploy_k8s,Pranwagh,flask_with-mongodb_deploy_k8s,hpa.yml,autoscaling/v2,False,False,366,Resource,cpu,UNKNOWN
Abhibhagat1407/flipkart-EKS-CICD,Abhibhagat1407,flipkart-EKS-CICD,hpa.yml,autoscaling/v2,False,True,928,ContainerResource,cpu,ADVANCED_BEHAVIOR
hrdominik/k8-challenge,hrdominik,k8-challenge,hpa.yaml,autoscaling/v2,False,False,826,Resource,cpu,UNKNOWN
hrdominik/k8-challenge,hrdominik,k8-challenge,hpa.yaml,autoscaling/v2,False,False,826,Resource,cpu,UNKNOWN
hrdominik/k8-challenge,hrdominik,k8-challenge,hpa.yaml,autoscaling/v1,False,False,826,resource,cpu,V2_RESOURCE_CPU_MEMORY
hrdominik/k8-challenge,hrdominik,k8-challenge,hpa.yaml,autoscaling/v1,False,False,826,resource,cpu,V2_RESOURCE_CPU_MEMORY
VasuKashiv/flask-mongo-kubernetes,VasuKashiv,flask-mongo-kubernetes,hpa.yaml,autoscaling/v1,False,False,249,resource,cpu,V2_RESOURCE_CPU_MEMORY
vantohuu/SOA-Backend,vantohuu,SOA-Backend,hpa.yaml,autoscaling/v1,False,False,314,resource,cpu,V2_RESOURCE_CPU_MEMORY
mksami22/CSC547-MK-Shaikh,mksami22,CSC547-MK-Shaikh,hpa.yaml,autoscaling/v2,False,True,492,Resource,cpu,ADVANCED_BEHAVIOR
nikhilsalgaonkar/k8s-projects,nikhilsalgaonkar,k8s-projects,hpa_b.yaml,autoscaling/v2,False,False,380,Resource,cpu,UNKNOWN
anilkumar429/learn-kubernetes,anilkumar429,learn-kubernetes,17-hpa.yml,autoscaling/v2,False,False,825,Resource,cpu,UNKNOWN
luniemma/kube-appproject,luniemma,kube-appproject,app.yaml,autoscaling/v1,False,False,1016,resource,cpu,V2_RESOURCE_CPU_MEMORY
ishaangulati8/serverless-gpu-inference,ishaangulati8,serverless-gpu-inference,run.yaml,autoscaling/v2beta2,False,False,1254,Pods,DCGM_FI_DEV_GPU_UTIL,UNKNOWN
remla23-team5/operation,remla23-team5,operation,istio.yaml,autoscaling/v1,False,False,5617,resource,cpu,V2_RESOURCE_CPU_MEMORY
remla23-team5/operation,remla23-team5,operation,istio.yaml,autoscaling/v1,False,False,5617,resource,cpu,LARGE_YAML
remla23-team5/operation,remla23-team5,operation,istio.yaml,autoscaling/v1,False,False,5617,resource,cpu,V2_RESOURCE_CPU_MEMORY
remla23-team5/operation,remla23-team5,operation,istio.yaml,autoscaling/v1,False,False,5617,resource,cpu,LARGE_YAML
remla23-team5/operation,remla23-team5,operation,istio.yaml,autoscaling/v1,False,False,5617,resource,cpu,V2_RESOURCE_CPU_MEMORY
remla23-team5/operation,remla23-team5,operation,istio.yaml,autoscaling/v1,False,False,5617,resource,cpu,LARGE_YAML
dlouvier/camunda-k8s-adapter,dlouvier,camunda-k8s-adapter,hpa.yaml,autoscaling/v2beta1,False,False,413,Object,,UNKNOWN
2bcloud-task/2bcloud,2bcloud-task,2bcloud,hpa.yaml,autoscaling/v2,False,False,387,Resource,cpu,UNKNOWN
mayurmwagh/ONCDEC-B20,mayurmwagh,ONCDEC-B20,HPA/hpa.yaml,autoscaling/v2,False,False,449,Resource,cpu,UNKNOWN
eslam-gomaa/Ghost-blog-Kubernetes,eslam-gomaa,Ghost-blog-Kubernetes,ghost.yml,autoscaling/v2beta2,False,False,3830,Resource,cpu,UNKNOWN
eslam-gomaa/Ghost-blog-Kubernetes,eslam-gomaa,Ghost-blog-Kubernetes,ghost.yml,autoscaling/v2beta2,False,False,3830,Resource,memory,UNKNOWN
AsfarHorani/Cloud-Computing-Project,AsfarHorani,Cloud-Computing-Project,hpa-70.yml,autoscaling/v2,False,False,360,Resource,cpu,UNKNOWN
BasilTAlias/EKS-Project,BasilTAlias,EKS-Project,hpa.yaml,autoscaling/v2,False,False,592,Resource,cpu,UNKNOWN
BasilTAlias/EKS-Project,BasilTAlias,EKS-Project,hpa.yaml,autoscaling/v2,False,False,592,Resource,memory,UNKNOWN
irwinrex/kubernetes-playground,irwinrex,kubernetes-playground,all.yml,autoscaling/v2,False,False,6505,Resource,cpu,LARGE_YAML
irwinrex/kubernetes-playground,irwinrex,kubernetes-playground,all.yml,autoscaling/v2,False,False,6505,Resource,memory,LARGE_YAML
abmounir/devsecops-gitops-pipeline,abmounir,devsecops-gitops-pipeline,books.yaml,autoscaling/v2,False,False,1212,Resource,cpu,UNKNOWN
SharadaShehan/3_Tier_Deployment_GKE,SharadaShehan,3_Tier_Deployment_GKE,deploy.yml,autoscaling/v2,False,True,7452,,,ADVANCED_BEHAVIOR
SharadaShehan/3_Tier_Deployment_GKE,SharadaShehan,3_Tier_Deployment_GKE,deploy.yml,autoscaling/v2,False,True,7452,,,LARGE_YAML
SharadaShehan/3_Tier_Deployment_GKE,SharadaShehan,3_Tier_Deployment_GKE,deploy.yml,autoscaling/v2,False,True,7452,,,ADVANCED_BEHAVIOR
SharadaShehan/3_Tier_Deployment_GKE,SharadaShehan,3_Tier_Deployment_GKE,deploy.yml,autoscaling/v2,False,True,7452,,,LARGE_YAML
yamato0211/Somniosus_manifest,yamato0211,Somniosus_manifest,hpa.yaml,autoscaling/v2,False,False,407,Resource,cpu,UNKNOWN
jinwoo0824/test,jinwoo0824,test,was.yaml,autoscaling/v1,False,False,2244,resource,cpu,V2_RESOURCE_CPU_MEMORY
Araneus84/DevOps_Course,Araneus84,DevOps_Course,k8s/ha.yaml,autoscaling/v2,False,False,370,Resource,cpu,UNKNOWN
Royce237/helm-revive,Royce237,helm-revive,ui/ui.yaml,autoscaling/v2,False,False,4150,Resource,cpu,LARGE_YAML
hyungmogu/udacity-microservice-helm-chart,hyungmogu,udacity-microservice-helm-chart,deployment/base_src/app-hpa.yaml,autoscaling/v2,False,False,374,Resource,cpu,UNKNOWN
DARK-art108/google-adk-yaml,DARK-art108,google-adk-yaml,adk.yaml,autoscaling/v2,False,False,5197,Resource,cpu,LARGE_YAML
atingupta2005/04-currency-exchange-microservice-basic,atingupta2005,04-currency-exchange-microservice-basic,01-hpa.yaml,autoscaling/v1,False,False,273,,,BASIC_V1_CPU
ViMitre/project_app,ViMitre,project_app,deploy.yml,autoscaling/v1,False,False,1141,resource,cpu,V2_RESOURCE_CPU_MEMORY
cpanato/testing-ci-providers,cpanato,testing-ci-providers,flux/staging/apps/podinfo/hpa.yaml,autoscaling/v2,False,False,435,Resource,cpu,UNKNOWN
R2R1-Race-2-Rank-1/charts,R2R1-Race-2-Rank-1,charts,hanayo.yaml,autoscaling/v2,False,False,1498,Resource,cpu,UNKNOWN
itsaviral2609/flask-k8s-environment,itsaviral2609,flask-k8s-environment,prod.yml,autoscaling/v2,False,False,1671,Resource,cpu,UNKNOWN
yorphos/docker-app,yorphos,docker-app,k8s-hpa.yaml,autoscaling/v2beta2,False,False,473,External,requests_in_queue,UNKNOWN
ivofulco/argocd-self-managed,ivofulco,argocd-self-managed,istiod.yaml,autoscaling/v2,True,False,129780,Resource,cpu,HELM_TEMPLATED
ivofulco/argocd-self-managed,ivofulco,argocd-self-managed,istiod.yaml,autoscaling/v2,True,False,129780,Resource,cpu,LARGE_YAML
ashifanassar/payment,ashifanassar,payment,deploy.yaml,autoscaling/v2,False,False,1809,Resource,cpu,UNKNOWN
taehoio/id,taehoio,id,k8s.yaml,autoscaling/v1,False,False,1881,resource,cpu,V2_RESOURCE_CPU_MEMORY
yunlzheng/knative-quickstart-mirror,yunlzheng,knative-quickstart-mirror,istio.yaml,autoscaling/v2beta1,False,False,84118,Resource,cpu,LARGE_YAML
yunlzheng/knative-quickstart-mirror,yunlzheng,knative-quickstart-mirror,istio.yaml,autoscaling/v2beta1,False,False,84118,Resource,cpu,LARGE_YAML
yunlzheng/knative-quickstart-mirror,yunlzheng,knative-quickstart-mirror,istio.yaml,autoscaling/v2beta1,False,False,84118,Resource,cpu,LARGE_YAML
pellizzetti/nomero,pellizzetti,nomero,k8s/hpa.yml,autoscaling/v2beta2,False,True,511,Resource,cpu,ADVANCED_BEHAVIOR
ibtisam-iq/SilverKube,ibtisam-iq,SilverKube,hpa.yaml,autoscaling/v2,False,True,2754,Resource,cpu,ADVANCED_BEHAVIOR
ibtisam-iq/SilverKube,ibtisam-iq,SilverKube,hpa.yaml,autoscaling/v2,False,True,2754,Resource,memory,ADVANCED_BEHAVIOR
ibtisam-iq/SilverKube,ibtisam-iq,SilverKube,hpa.yaml,autoscaling/v2,False,True,2754,Resource,memory,ADVANCED_BEHAVIOR
placework459/MLOPS_PROJECT_PREPARATION,placework459,MLOPS_PROJECT_PREPARATION,hpa.yaml,autoscaling/v2,False,False,424,Resource,cpu,UNKNOWN
J3-Aquacool/TelstraPune-3,J3-Aquacool,TelstraPune-3,hpa.yaml,autoscaling/v1,False,False,273,resource,cpu,V2_RESOURCE_CPU_MEMORY
leelee222/Devops_Assignment_Ilham,leelee222,Devops_Assignment_Ilham,flask-mongodb-app/k8s/flask_hpa.yaml,autoscaling/v1,False,False,249,resource,cpu,V2_RESOURCE_CPU_MEMORY
Parakumar/kube-project,Parakumar,kube-project,app.yaml,autoscaling/v1,False,False,1016,resource,cpu,V2_RESOURCE_CPU_MEMORY
NarendraNReddy1/terraform-aws-eks-arch,NarendraNReddy1,terraform-aws-eks-arch,KUBS/frontend/hpa.yaml,autoscaling/v2,False,False,358,Resource,cpu,UNKNOWN
nnreddybalreddy/terraform-aws-eks-arch,nnreddybalreddy,terraform-aws-eks-arch,KUBS/frontend/hpa.yaml,autoscaling/v2,False,False,358,Resource,cpu,UNKNOWN
NeelaReddy25/frontend-1,NeelaReddy25,frontend-1,helm/templates/hpa.yaml,autoscaling/v2,True,False,358,Resource,cpu,HELM_TEMPLATED
lokeshmeduru123/kubernetes-concepts,lokeshmeduru123,kubernetes-concepts,expense-k8/frontend/hpa.yaml,autoscaling/v2,False,False,358,Resource,cpu,UNKNOWN
Prajwalgopi/WordPress,Prajwalgopi,WordPress,hpa.yaml,autoscaling/v2,False,False,592,Resource,cpu,UNKNOWN
Prajwalgopi/WordPress,Prajwalgopi,WordPress,hpa.yaml,autoscaling/v2,False,False,592,Resource,memory,UNKNOWN
heejinis/1st-Project,heejinis,1st-Project,yaml/was.yaml,autoscaling/v1,False,False,2244,resource,cpu,V2_RESOURCE_CPU_MEMORY
Arsenet7/new-revive,Arsenet7,new-revive,helm-revive/ui/ui.yaml,autoscaling/v2,False,False,4150,Resource,cpu,LARGE_YAML
cpanato/testing-ci-providers,cpanato,testing-ci-providers,flux/staging/apps/another/hpa.yaml,autoscaling/v2,False,False,435,Resource,cpu,UNKNOWN
praveen1994dec/scenario_based_learnings,praveen1994dec,scenario_based_learnings,K8s_Deploy/K8s_Deploy-master/backend/backend-hpa.yaml,autoscaling/v2,False,False,381,Resource,cpu,UNKNOWN
Martininans/voiceAgentOrchestrator,Martininans,voiceAgentOrchestrator,deploy/azure/k8s-production.yaml,autoscaling/v2,False,False,11303,Resource,cpu,LARGE_YAML
Martininans/voiceAgentOrchestrator,Martininans,voiceAgentOrchestrator,deploy/azure/k8s-production.yaml,autoscaling/v2,False,False,11303,Resource,memory,LARGE_YAML
Martininans/voiceAgentOrchestrator,Martininans,voiceAgentOrchestrator,deploy/azure/k8s-production.yaml,autoscaling/v2,False,False,11303,Resource,cpu,LARGE_YAML
Martininans/voiceAgentOrchestrator,Martininans,voiceAgentOrchestrator,deploy/azure/k8s-production.yaml,autoscaling/v2,False,False,11303,Resource,memory,LARGE_YAML
alkimcivelek/url-shortener,alkimcivelek,url-shortener,k8s/hpa.yaml,autoscaling/v2,False,False,518,Resource,cpu,UNKNOWN
alkimcivelek/url-shortener,alkimcivelek,url-shortener,k8s/hpa.yaml,autoscaling/v2,False,False,518,Resource,memory,UNKNOWN
steblynskyi/infrastructure,steblynskyi,infrastructure,environments/qa/kubernetes/services/b2b/booking-engine-configuration-ui.yaml,autoscaling/v2,False,False,2094,Resource,cpu,UNKNOWN
steblynskyi/infrastructure,steblynskyi,infrastructure,environments/qa/kubernetes/services/b2b/booking-engine-configuration-ui.yaml,autoscaling/v2,False,False,2094,Resource,memory,UNKNOWN
StarmoonAI/llama-clinic,StarmoonAI,llama-clinic,server/kubernetes/celery/worker-deployment.yaml,autoscaling/v1,False,False,1196,resource,cpu,V2_RESOURCE_CPU_MEMORY
cgiacomini/vagrant--kubernetes,cgiacomini,vagrant--kubernetes,examples/024-Kustomize/03-Example/application/base/hpa.yaml,autoscaling/v2,False,False,388,Resource,cpu,UNKNOWN
levirenato/ConverTube,levirenato,ConverTube,kubenertes/frontend-deployment.yaml,autoscaling/v2,False,False,1603,Resource,cpu,UNKNOWN
PraveenAsthana123/kubenatesproj,PraveenAsthana123,kubenatesproj,praveen-kubernetes-folder/clusterrole/mix/hpa.yaml,autoscaling/v1,False,False,203,,,BASIC_V1_CPU
noobaa/noobaa-operator,noobaa,noobaa-operator,deploy/internal/hpav2-autoscaling.yaml,autoscaling/v2,False,False,319,Resource,cpu,UNKNOWN
davidkosun/ksd-01,davidkosun,ksd-01,k8s-deployment-proweb-vc-cms-prd.yaml,autoscaling/v2,False,False,6137,Resource,cpu,LARGE_YAML
saidulIslam1602/Fresh-Supply-Chain-Intelligence---Food-Waste-Prediction-Optimization,saidulIslam1602,Fresh-Supply-Chain-Intelligence---Food-Waste-Prediction-Optimization,deployment/kubernetes/api-deployment.yaml,autoscaling/v2,False,True,5088,Resource,cpu,ADVANCED_BEHAVIOR
saidulIslam1602/Fresh-Supply-Chain-Intelligence---Food-Waste-Prediction-Optimization,saidulIslam1602,Fresh-Supply-Chain-Intelligence---Food-Waste-Prediction-Optimization,deployment/kubernetes/api-deployment.yaml,autoscaling/v2,False,True,5088,Resource,cpu,LARGE_YAML
saidulIslam1602/Fresh-Supply-Chain-Intelligence---Food-Waste-Prediction-Optimization,saidulIslam1602,Fresh-Supply-Chain-Intelligence---Food-Waste-Prediction-Optimization,deployment/kubernetes/api-deployment.yaml,autoscaling/v2,False,True,5088,Resource,memory,ADVANCED_BEHAVIOR
saidulIslam1602/Fresh-Supply-Chain-Intelligence---Food-Waste-Prediction-Optimization,saidulIslam1602,Fresh-Supply-Chain-Intelligence---Food-Waste-Prediction-Optimization,deployment/kubernetes/api-deployment.yaml,autoscaling/v2,False,True,5088,Resource,memory,LARGE_YAML
knp-ru/knp,knp-ru,knp,kubernetes/knp-a/hpa.yaml,autoscaling/v2beta2,False,False,364,Resource,cpu,UNKNOWN
SohamRatnaparkhi/blogx,SohamRatnaparkhi,blogx,k8s/updated/api_feed_manifest.yaml,autoscaling/v2,False,True,1934,Resource,cpu,ADVANCED_BEHAVIOR
ANDSANTOS4546/k8s,ANDSANTOS4546,k8s,portal-noticias-hpa.yaml,autoscaling/v2,False,False,367,Resource,cpu,UNKNOWN
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,ADVANCED_BEHAVIOR
daophanquochoai/SellTicket,daophanquochoai,SellTicket,k8s/hpa.yml,autoscaling/v2,False,True,4072,Resource,cpu,LARGE_YAML
omersafakbebek/CMPE492,omersafakbebek,CMPE492,examples/microservice-example/gateway-deployment.yaml,autoscaling/v2,False,False,1125,Resource,cpu,UNKNOWN
Chandan-7070/K8S_Manifest_Yaml_Files,Chandan-7070,K8S_Manifest_Yaml_Files,HPA.yml,autoscaling/v1,False,False,265,resource,cpu,V2_RESOURCE_CPU_MEMORY
HobanSearch/FinePrint,HobanSearch,FinePrint,infrastructure/kubernetes/base/compliance-audit-logging.yaml,autoscaling/v2,False,True,16841,Resource,cpu,ADVANCED_BEHAVIOR
HobanSearch/FinePrint,HobanSearch,FinePrint,infrastructure/kubernetes/base/compliance-audit-logging.yaml,autoscaling/v2,False,True,16841,Resource,cpu,LARGE_YAML
HobanSearch/FinePrint,HobanSearch,FinePrint,infrastructure/kubernetes/base/compliance-audit-logging.yaml,autoscaling/v2,False,True,16841,Resource,memory,ADVANCED_BEHAVIOR
HobanSearch/FinePrint,HobanSearch,FinePrint,infrastructure/kubernetes/base/compliance-audit-logging.yaml,autoscaling/v2,False,True,16841,Resource,memory,LARGE_YAML
HobanSearch/FinePrint,HobanSearch,FinePrint,infrastructure/kubernetes/base/compliance-audit-logging.yaml,autoscaling/v2,False,True,16841,Pods,audit_events_per_second,ADVANCED_BEHAVIOR
HobanSearch/FinePrint,HobanSearch,FinePrint,infrastructure/kubernetes/base/compliance-audit-logging.yaml,autoscaling/v2,False,True,16841,Pods,audit_events_per_second,LARGE_YAML
MukeshR-97/Convergent,MukeshR-97,Convergent,login_nodejs/visaas-login-nodejs-deploy.yml,autoscaling/v2,False,True,2271,Resource,cpu,ADVANCED_BEHAVIOR
MukeshR-97/Convergent,MukeshR-97,Convergent,login_nodejs/visaas-login-nodejs-deploy.yml,autoscaling/v2,False,True,2271,Resource,memory,ADVANCED_BEHAVIOR
diogofiaminghi/devops-pro,diogofiaminghi,devops-pro,02-kubernetes/15-resiliencia-e-alta-disponibilidade/deploy-simulador-do-caos.yaml,autoscaling/v2,False,True,1426,Resource,cpu,ADVANCED_BEHAVIOR
dhyaninitin/projects,dhyaninitin,projects,Carblip/shop-webapp/oke-shop-app/HorizontalPodAutoscaler-staging.yml,autoscaling/v2,False,False,355,Resource,cpu,UNKNOWN
mermeydan/DevOps-Workshop,mermeydan,DevOps-Workshop,Kubernetes/kubernetes-04-microservice-deployment-and-autoscaling/microservices-yaml-files/auto-scaling/hpa-web.yaml,autoscaling/v1,False,False,256,resource,cpu,V2_RESOURCE_CPU_MEMORY
iKubernetes/Kubernetes_Advanced_Practical_2rd,iKubernetes,Kubernetes_Advanced_Practical_2rd,chapter15/hpa/hpa-v2-resources.yaml,autoscaling/v2beta2,False,True,525,Resource,cpu,ADVANCED_BEHAVIOR
iKubernetes/Kubernetes_Advanced_Practical_2rd,iKubernetes,Kubernetes_Advanced_Practical_2rd,chapter15/hpa/hpa-v2-resources.yaml,autoscaling/v2beta2,False,True,525,Resource,memory,ADVANCED_BEHAVIOR
sergarb1/CursoIntroduccionADocker,sergarb1,CursoIntroduccionADocker,FuentesCurso/UD 08. Introduccion a Kubernetes/Ficheros casos practicos UD08/CasoPractico1-Flask/autoscale.yaml,autoscaling/v1,False,False,409,resource,cpu,V2_RESOURCE_CPU_MEMORY
sensorlab/agent-edgeautoscaling,sensorlab,agent-edgeautoscaling,configs/localization/hpa/config.yaml,autoscaling/v2,False,False,1567,Resource,cpu,UNKNOWN
shaowenchen/ops-hub,shaowenchen,ops-hub,tekton/v0.24.1-release-0.24.1.yaml,autoscaling/v2beta1,False,False,71291,Resource,cpu,LARGE_YAML
Nexus20/Shopping,Nexus20,Shopping,aks/shoppingautoscale.yaml,autoscaling/v2,False,False,729,Resource,cpu,UNKNOWN
Nexus20/Shopping,Nexus20,Shopping,aks/shoppingautoscale.yaml,autoscaling/v2,False,False,729,Resource,cpu,UNKNOWN
danilocasabona/sistema-autoatendimento-lanchonete,danilocasabona,sistema-autoatendimento-lanchonete,k8s/app-hpa.yaml,autoscaling/v2,False,False,364,Resource,cpu,UNKNOWN
shaowenchen/ops-hub,shaowenchen,ops-hub,tekton/v0.25.0-release-0.25.0.yaml,autoscaling/v2beta1,False,False,73761,Resource,cpu,LARGE_YAML
jinendra16/train-ticket-booking-web-app,jinendra16,train-ticket-booking-web-app,k8s/autoscaling.yaml,autoscaling/v2,True,True,7648,Resource,cpu,HELM_TEMPLATED
jinendra16/train-ticket-booking-web-app,jinendra16,train-ticket-booking-web-app,k8s/autoscaling.yaml,autoscaling/v2,True,True,7648,Resource,cpu,ADVANCED_BEHAVIOR
jinendra16/train-ticket-booking-web-app,jinendra16,train-ticket-booking-web-app,k8s/autoscaling.yaml,autoscaling/v2,True,True,7648,Resource,cpu,LARGE_YAML
jinendra16/train-ticket-booking-web-app,jinendra16,train-ticket-booking-web-app,k8s/autoscaling.yaml,autoscaling/v2,True,True,7648,Resource,memory,HELM_TEMPLATED
jinendra16/train-ticket-booking-web-app,jinendra16,train-ticket-booking-web-app,k8s/autoscaling.yaml,autoscaling/v2,True,True,7648,Resource,memory,ADVANCED_BEHAVIOR
