repo_full_name,Owner,Project,File Path,apiVersion,Is Helm Template,Has Behavior,raw_length,Metric Type,Metric Name,HPAClass
anilsakr/k8s-istio-gcp,anilsakr,k8s-istio-gcp,kubernetes-istio-scripts/kubernetes/autoscaling/devops-hpa.yml,autoscaling/v2,False,False,630,Resource,memory,UNKNOWN
anilsakr/k8s-istio-gcp,anilsakr,k8s-istio-gcp,kubernetes-istio-scripts/kubernetes/autoscaling/devops-hpa.yml,autoscaling/v2,False,False,630,Resource,cpu,UNKNOWN
notaphplover/one-game,notaphplover,one-game,k8s/one-game-services/frontend/web-ui/web-ui-autoscaling.yaml,autoscaling/v2,False,False,454,Resource,cpu,UNKNOWN
solo-io/aoa-catalog,solo-io,aoa-catalog,environments/istio/ambient-demo/uniform-apps/apps/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,autoscaling/v2,False,False,2221,Resource,cpu,UNKNOWN
solo-io/aoa-catalog,solo-io,aoa-catalog,environments/istio/ambient-demo/uniform-apps/apps/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,autoscaling/v2,False,False,2221,Resource,cpu,UNKNOWN
solo-io/aoa-catalog,solo-io,aoa-catalog,environments/istio/ambient-demo/uniform-apps/apps/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,autoscaling/v2,False,False,2221,Resource,cpu,UNKNOWN
solo-io/aoa-catalog,solo-io,aoa-catalog,environments/istio/ambient-demo/uniform-apps/apps/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,autoscaling/v2,False,False,2221,Resource,cpu,UNKNOWN
solo-io/aoa-catalog,solo-io,aoa-catalog,environments/istio/ambient-demo/uniform-apps/apps/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,autoscaling/v2,False,False,2221,Resource,cpu,UNKNOWN
chifamba/dd-k8,chifamba,dd-k8,docker-desktop/ai-host/k8s/n8n/09-hpa.yaml,autoscaling/v2,False,False,378,Resource,cpu,UNKNOWN
joaocampelo3/energy-consumption-monolithic-migration-decomposition,joaocampelo3,energy-consumption-monolithic-migration-decomposition,PhaseFive/Microservices/Read/Orders/database_kubernetes.yaml,autoscaling/v2,False,False,2170,Resource,cpu,UNKNOWN
hvalfangst/bicep-encyclopedia,hvalfangst,bicep-encyclopedia,cosmosdb/k8s-deployment-template.yaml,autoscaling/v2,False,False,2177,Resource,cpu,UNKNOWN
hvalfangst/bicep-encyclopedia,hvalfangst,bicep-encyclopedia,cosmosdb/k8s-deployment-template.yaml,autoscaling/v2,False,False,2177,Resource,memory,UNKNOWN
Abmaelbt/INE5619-Trabalho-Pratico,Abmaelbt,INE5619-Trabalho-Pratico,zabbix-docker/kubernetes.yaml,autoscaling/v2,False,False,45007,Resource,cpu,LARGE_YAML
3mstecnologia/Zabbix_Docker_3ms,3mstecnologia,Zabbix_Docker_3ms,zabbix-docker-6.4/kubernetes.yaml,autoscaling/v2beta1,False,False,45127,Resource,cpu,LARGE_YAML
deepaucksharma/DStudio,deepaucksharma,DStudio,podcast-project/episodes/episode-023-container-orchestration/code/kubernetes/10-phonepe-pod-disruption-budget.yaml,autoscaling/v2,False,True,17465,Resource,cpu,ADVANCED_BEHAVIOR
deepaucksharma/DStudio,deepaucksharma,DStudio,podcast-project/episodes/episode-023-container-orchestration/code/kubernetes/10-phonepe-pod-disruption-budget.yaml,autoscaling/v2,False,True,17465,Resource,cpu,LARGE_YAML
deepaucksharma/DStudio,deepaucksharma,DStudio,podcast-project/episodes/episode-023-container-orchestration/code/kubernetes/10-phonepe-pod-disruption-budget.yaml,autoscaling/v2,False,True,17465,Resource,memory,ADVANCED_BEHAVIOR
deepaucksharma/DStudio,deepaucksharma,DStudio,podcast-project/episodes/episode-023-container-orchestration/code/kubernetes/10-phonepe-pod-disruption-budget.yaml,autoscaling/v2,False,True,17465,Resource,memory,LARGE_YAML
deepaucksharma/DStudio,deepaucksharma,DStudio,podcast-project/episodes/episode-023-container-orchestration/code/kubernetes/10-phonepe-pod-disruption-budget.yaml,autoscaling/v2,False,True,17465,Object,payments_per_second,ADVANCED_BEHAVIOR
deepaucksharma/DStudio,deepaucksharma,DStudio,podcast-project/episodes/episode-023-container-orchestration/code/kubernetes/10-phonepe-pod-disruption-budget.yaml,autoscaling/v2,False,True,17465,Object,payments_per_second,LARGE_YAML
mirage208/gomall,mirage208,gomall,build/ci/product-rpc.yaml,autoscaling/v2,False,False,2138,Resource,cpu,UNKNOWN
mirage208/gomall,mirage208,gomall,build/ci/product-rpc.yaml,autoscaling/v2,False,False,2138,Resource,cpu,UNKNOWN
mirage208/gomall,mirage208,gomall,build/ci/product-rpc.yaml,autoscaling/v2beta2,False,False,2138,Resource,memory,UNKNOWN
mirage208/gomall,mirage208,gomall,build/ci/product-rpc.yaml,autoscaling/v2beta2,False,False,2138,Resource,memory,UNKNOWN
Lam03tn/Traffic_Monitoring_System,Lam03tn,Traffic_Monitoring_System,k8s/hpa/frontend-hpa.yaml,autoscaling/v2,False,False,341,Resource,cpu,UNKNOWN
sawyer523/geektime-devops,sawyer523,geektime-devops,week4/kustomize-example-2/base/result-deployment.yaml,autoscaling/v2,False,False,1809,Resource,cpu,UNKNOWN
sawyer523/geektime-devops,sawyer523,geektime-devops,week4/kustomize-example-2/base/result-deployment.yaml,autoscaling/v2,False,False,1809,Resource,memory,UNKNOWN
albedosehen/rwwwrse,albedosehen,rwwwrse,examples/kubernetes/ingress/nginx/deployment.yaml,autoscaling/v2,False,True,15186,Resource,cpu,ADVANCED_BEHAVIOR
albedosehen/rwwwrse,albedosehen,rwwwrse,examples/kubernetes/ingress/nginx/deployment.yaml,autoscaling/v2,False,True,15186,Resource,cpu,LARGE_YAML
albedosehen/rwwwrse,albedosehen,rwwwrse,examples/kubernetes/ingress/nginx/deployment.yaml,autoscaling/v2,False,True,15186,Resource,memory,ADVANCED_BEHAVIOR
albedosehen/rwwwrse,albedosehen,rwwwrse,examples/kubernetes/ingress/nginx/deployment.yaml,autoscaling/v2,False,True,15186,Resource,memory,LARGE_YAML
alejandro945/my-health-ops,alejandro945,my-health-ops,k8s/hpa/hpa-server.yaml,autoscaling/v2,False,False,367,Resource,cpu,UNKNOWN
itsmanibharathi/PresidioTraining,itsmanibharathi,PresidioTraining,DevOpsTraning/K8s/Day5/Task2/apple-autoscaling.yaml,autoscaling/v2,False,False,345,Resource,cpu,UNKNOWN
Swapnilbarsagade/kubernetes,Swapnilbarsagade,kubernetes,AppacheIngress/Tomcat/deploymenthpa.yml,autoscaling/v2,False,False,1187,Resource,cpu,UNKNOWN
brienze1/crypto-bot-infra,brienze1,crypto-bot-infra,build/rancher/eks/crypto-bot-simulations/hpa.yml,autoscaling/v2,False,False,613,Resource,memory,UNKNOWN
brienze1/crypto-bot-infra,brienze1,crypto-bot-infra,build/rancher/eks/crypto-bot-simulations/hpa.yml,autoscaling/v2,False,False,613,Resource,cpu,UNKNOWN
larkintuckerllc/exporter,larkintuckerllc,exporter,k8s/hpa/new-app-1-hpa.yaml,autoscaling/v2beta2,False,False,779,Resource,cpu,UNKNOWN
larkintuckerllc/exporter,larkintuckerllc,exporter,k8s/hpa/new-app-1-hpa.yaml,autoscaling/v2beta2,False,False,779,External,custom.googleapis.com|exporter,UNKNOWN
DevByJLT/PS-2025-KUBERNETES,DevByJLT,PS-2025-KUBERNETES,k8s/worker/worker-hpa.yaml,autoscaling/v2,False,False,349,Resource,cpu,UNKNOWN
Archisman-Mridha/x-clone,Archisman-Mridha,x-clone,infrastructure/kubernetes/manifests/renderred/production/resources/istio/Charts/istiod/HorizontalPodAutoscaler/istio/istiod.yaml,autoscaling/v2,False,False,849,Resource,cpu,UNKNOWN
TalentAI-bid/talentai,TalentAI-bid,talentai,frontend-deployment.yaml,autoscaling/v2,False,False,1300,Resource,cpu,UNKNOWN
DimaJoyti/go-coffee,DimaJoyti,go-coffee,ai-agents/agents/beverage-inventor-agent.yaml,autoscaling/v2,False,True,11352,Resource,cpu,ADVANCED_BEHAVIOR
DimaJoyti/go-coffee,DimaJoyti,go-coffee,ai-agents/agents/beverage-inventor-agent.yaml,autoscaling/v2,False,True,11352,Resource,cpu,LARGE_YAML
DimaJoyti/go-coffee,DimaJoyti,go-coffee,ai-agents/agents/beverage-inventor-agent.yaml,autoscaling/v2,False,True,11352,Resource,memory,ADVANCED_BEHAVIOR
DimaJoyti/go-coffee,DimaJoyti,go-coffee,ai-agents/agents/beverage-inventor-agent.yaml,autoscaling/v2,False,True,11352,Resource,memory,LARGE_YAML
pmarques/ifconfig.me,pmarques,ifconfig.me,k8s/20-hpa.yaml,autoscaling/v2,False,False,363,Resource,cpu,UNKNOWN
rytswd/get-istio-multicluster,rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.9.5/before-retiring/istio-external-gateways-install.yaml,autoscaling/v2beta1,False,False,21338,Resource,cpu,LARGE_YAML
rytswd/get-istio-multicluster,rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.9.5/before-retiring/istio-external-gateways-install.yaml,autoscaling/v2beta1,False,False,21338,Resource,cpu,LARGE_YAML
kea-dpang/k8s-manifest,kea-dpang,k8s-manifest,backend/item-server/item-server-hpa.yaml,autoscaling/v2,False,False,382,Resource,memory,UNKNOWN
msfidelis/terraformando-eks,msfidelis,terraformando-eks,kubernetes/apps/pudim.yml,autoscaling/v2beta2,False,False,1529,Resource,cpu,UNKNOWN
giusepper11/k8s-studies,giusepper11,k8s-studies,day-09/nginx-deployment-hpa.yaml,autoscaling/v2,False,True,984,Resource,cpu,ADVANCED_BEHAVIOR
giusepper11/k8s-studies,giusepper11,k8s-studies,day-09/nginx-deployment-hpa.yaml,autoscaling/v2,False,True,984,Resource,memory,ADVANCED_BEHAVIOR
giusepper11/k8s-studies,giusepper11,k8s-studies,day-09/nginx-deployment-hpa.yaml,autoscaling/v2,False,True,984,ContainerResource,cpu,ADVANCED_BEHAVIOR
kimidomaru/k8s_practice,kimidomaru,k8s_practice,k8s/backend.yml,autoscaling/v2,False,False,1744,Resource,cpu,UNKNOWN
kimidomaru/k8s_practice,kimidomaru,k8s_practice,k8s/backend.yml,autoscaling/v2,False,False,1744,Resource,memory,UNKNOWN
Hardnamed3/bship_infra,Hardnamed3,bship_infra,manifests/kong/kong-hpa.yaml,autoscaling/v2,False,False,340,Resource,cpu,UNKNOWN
alicek106/start-docker-kubernetes-renewal,alicek106,start-docker-kubernetes-renewal,chapter11-3/scaling-policy-hpa.yaml,autoscaling/v2,False,True,827,Resource,cpu,ADVANCED_BEHAVIOR
bmuschko/ckad-crash-course,bmuschko,ckad-crash-course,exercises/12-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,autoscaling/v2,False,False,457,Resource,cpu,UNKNOWN
bmuschko/ckad-crash-course,bmuschko,ckad-crash-course,exercises/12-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,autoscaling/v2,False,False,457,Resource,memory,UNKNOWN
OrcunColak/kubernetestutorial,OrcunColak,kubernetestutorial,HPA/custom/custom-metric.yml,autoscaling/v2beta2,False,False,494,Pods,your_custom_metric,UNKNOWN
setch3/hpa-deployment-guard,setch3,hpa-deployment-guard,manifests/overlays/staging/pdb-patch.yaml,autoscaling/v2,False,False,618,Resource,cpu,UNKNOWN
setch3/hpa-deployment-guard,setch3,hpa-deployment-guard,manifests/overlays/staging/pdb-patch.yaml,autoscaling/v2,False,False,618,Resource,memory,UNKNOWN
Arunzion/zionix-be-v1,Arunzion,zionix-be-v1,k8s/base/auth-service.yaml,autoscaling/v2,False,False,2634,Resource,cpu,UNKNOWN
