repo_full_name,stargazers_count,created_at,pushed_at
ashwanth01-pixel/awsdeployer-microservices,0,2025-09-06T12:02:09Z,2025-09-19T19:40:33Z
princewillopah/K8s,0,2023-10-28T18:19:52Z,2025-09-20T13:32:17Z
sivaganesh2312/kubernetes,0,2024-07-18T05:21:49Z,2024-11-14T10:04:37Z
talhamajid02/leantime-pm,0,2025-06-17T13:41:13Z,2025-10-02T02:02:46Z
codablock/homelab,1,2023-02-07T22:27:50Z,2023-09-28T08:27:49Z
marceloeguino/chartsrepo,1,2025-07-26T19:35:15Z,2025-07-26T19:37:26Z
ashwanth01-pixel/awsdeployer-completed-microservices,0,2025-09-20T06:46:24Z,2025-09-20T06:47:58Z
pasanmd/Restaurant-App,0,2024-08-28T08:56:20Z,2024-08-28T08:57:57Z
dimafrontdev/microservices,0,2025-07-19T08:37:05Z,2025-09-09T15:37:12Z
maifujalam/k8s_aws_lite,0,2025-03-09T10:47:30Z,2025-10-03T05:54:35Z
Romaxa55/registry,0,2025-06-25T07:35:44Z,2025-06-25T07:56:55Z
Rel1cx/eslint-react-benchmark,2,2025-06-09T07:03:32Z,2025-06-30T02:51:13Z
codeaprendiz/learn_kubernetes,54,2020-04-02T10:14:58Z,2021-02-16T20:00:27Z
Loua-wilfried/louadashiwa,0,2022-10-07T17:29:27Z,2022-10-07T18:21:30Z
funny-bunny-corp/wallet,0,2023-08-23T10:48:16Z,2025-08-10T01:09:44Z
Raushang4/devops-essential,0,2025-04-15T20:31:18Z,2025-04-15T20:33:46Z
DaoCloud/dce-charts-repackage,12,2022-08-04T03:46:54Z,2025-10-07T20:14:05Z
Zee-Chat/refine,0,2024-04-22T14:55:38Z,2024-04-22T14:56:32Z
mihirhbhatt/devops-essentials-main,0,2021-06-23T16:30:15Z,2025-09-11T06:55:29Z
anishbista60/Production-Devops-project,0,2025-02-25T13:58:13Z,2025-07-31T10:02:46Z
Raushang4/kubernetes-kitchen,0,2025-04-15T19:33:54Z,2025-04-15T19:50:09Z
qdnqn/eks-traefik-hub-argocd,0,2024-09-05T15:00:00Z,2025-05-19T18:15:41Z
satwik81/cloudsatwik,0,2023-10-13T10:10:43Z,2025-09-25T03:48:30Z
manishcueverz/kube-deploy,0,2024-07-16T05:18:37Z,2024-07-26T10:38:29Z
tis-system/charts,0,2023-09-02T07:00:03Z,2024-01-23T01:00:48Z
deepdivenow/rke2-charts,0,2025-06-17T09:43:40Z,2025-06-17T09:44:34Z
Arthur-B-DevOps/old_helm_charts,0,2020-12-20T09:17:51Z,2020-12-21T08:41:55Z
made-mlops-2022/aleksei_yaganov,0,2022-11-13T16:10:27Z,2022-12-29T16:54:54Z
zebpalmer/random-devops-example,0,2019-03-20T14:49:58Z,2019-03-21T02:59:26Z
ibra13-13/helm-2025,0,2025-05-22T00:48:10Z,2025-05-28T01:56:36Z
scality/metalk8s,377,2018-03-12T14:57:42Z,2025-10-07T22:05:29Z
jittagornp/kubernetes-demo,14,2020-07-19T05:53:46Z,2020-07-24T14:52:24Z
shubhamwadhwa711/Ailyze_kubernetes_setup,0,2024-07-24T06:00:40Z,2025-10-01T09:24:33Z
thutahw/Kubernetes,0,2021-11-11T16:50:14Z,2023-02-22T04:18:37Z
JoiltonSantos/NumberSearchApp-Infra,0,2025-05-21T10:01:08Z,2025-05-21T11:53:58Z
ollyfad/udacity_project_3,0,2022-09-24T16:46:39Z,2022-10-15T16:44:08Z
iwiick-insighture/test-service-2-gitops,0,2023-12-06T08:02:47Z,2025-10-02T05:07:46Z
bitnami/charts,10056,2016-02-22T19:51:26Z,2025-10-07T15:41:49Z
George4500/AppWebDashboard,0,2025-02-27T00:44:42Z,2025-02-27T01:12:02Z
open-policy-agent/gatekeeper-library,686,2019-06-11T19:34:50Z,2025-10-06T16:05:55Z
fatkulllin/K8s_Manifest,0,2021-11-05T20:21:45Z,2021-11-06T21:33:16Z
pontusc/homelab,3,2025-04-30T11:48:55Z,2025-10-07T19:44:29Z
itsron143/vu-software-containerisation,1,2023-01-17T12:28:35Z,2023-02-06T21:46:55Z
cb-kubecd/bdd-spring-1585305345,0,2020-03-27T10:36:09Z,2020-03-27T10:58:22Z
grafana/loki,26664,2018-04-16T09:22:48Z,2025-10-07T21:22:59Z
davWK/k8s-Challenge,2,2024-03-07T10:49:04Z,2024-06-06T11:20:54Z
thanhtai9606/charts,0,2020-10-21T04:16:06Z,2023-01-06T03:26:54Z
chukky007/Helm_Journey,0,2024-09-11T15:15:21Z,2024-09-20T11:12:03Z
manimaul/njord,38,2019-10-08T02:41:12Z,2025-09-06T16:16:59Z
A3nktr0/orchestrator,0,2025-05-28T17:50:21Z,2025-05-28T17:50:35Z
proyecto-microservicios/helm-charts,0,2020-10-04T22:21:18Z,2021-06-06T22:44:54Z
fhgrings/NASP,3,2023-04-05T20:59:49Z,2025-09-24T18:16:06Z
dideliba/poc-project,1,2023-05-12T17:07:15Z,2023-07-06T11:04:11Z
jvalue/ods,35,2019-08-19T07:37:27Z,2022-08-25T10:10:35Z
devopswave/argo-node-shop,0,2024-07-07T16:23:35Z,2024-07-16T08:26:11Z
Allenrovas/SO1_VAC_DIC_2024,0,2024-12-04T14:51:15Z,2025-03-07T14:47:38Z
harness/helm-chaos,0,2023-02-14T04:37:17Z,2023-09-20T22:23:30Z
eclipse-xfsc/aries-ssi-agent,0,2025-04-10T13:24:45Z,2025-10-07T08:08:54Z
snreddyboggu/Devops-Training,0,2025-04-24T15:45:45Z,2025-05-21T10:45:29Z
wtp43/gearhawk-lab,0,2025-03-24T18:41:44Z,2025-09-24T17:51:24Z
xenirio/k8s-tutorials,1,2020-12-14T11:59:56Z,2020-12-17T08:53:48Z
developmentseed/gfts,5,2024-12-04T16:13:47Z,2025-10-07T11:50:04Z
itsbalamurali/code-challenge,0,2022-04-13T04:12:48Z,2025-09-25T13:58:04Z
folio-org/folio-helm,5,2020-06-16T14:40:35Z,2023-12-04T13:53:55Z
logicmonitor/k8s-helm-charts,8,2017-06-08T04:37:54Z,2023-06-08T06:56:14Z
redhat-openshift-ecosystem/certified-operators,66,2021-09-27T17:16:03Z,2025-10-07T17:35:02Z
panda-den/colorful-pandas,0,2023-06-07T19:25:40Z,2023-07-28T01:17:45Z
epodegrid/kubegenie-dataset,1,2022-06-13T04:58:39Z,2022-06-13T05:39:10Z
koblas/todo-grpc,1,2021-09-21T12:25:31Z,2023-09-09T09:40:40Z
edp-dx/dx-front-end,0,2024-03-11T16:55:16Z,2024-09-30T13:35:37Z
scotthops/assignment,0,2024-09-12T07:08:54Z,2024-10-30T23:17:41Z
Smarp/newspaper-api,4,2016-06-10T12:17:11Z,2023-04-27T08:00:56Z
xlab-uiuc/kube-523,9,2024-01-24T20:05:43Z,2024-05-10T20:50:29Z
aws-samples/aws-do-eks,61,2021-07-13T22:45:22Z,2025-09-17T00:38:41Z
b44rawat/infra-demo,0,2025-09-13T08:47:33Z,2025-09-18T06:34:28Z
SRodi/helm-charts,1,2020-10-08T18:24:34Z,2021-01-29T14:27:23Z
rossvideo/Catena-deployments,0,2025-08-28T18:06:26Z,2025-09-26T20:46:45Z
Shaked/argocd-playground,1,2024-10-22T19:10:46Z,2025-07-10T18:42:03Z
clemenko/traefik_webinar,1,2020-01-14T15:50:55Z,2023-08-22T18:39:31Z
rebound-how/rebound,0,2025-02-19T09:59:16Z,2025-08-02T14:51:42Z
satya-dillikar/k8s_playground,0,2022-01-27T17:57:24Z,2022-03-13T01:42:30Z
Arnobrizwan/AI-Hud-Challenge,0,2025-09-23T17:27:35Z,2025-10-06T10:15:26Z
regiocloud/helm-charts,0,2023-06-02T15:51:24Z,2024-06-26T12:32:08Z
snps-krranjan/snps-krranjan,0,2024-07-12T15:04:45Z,2025-09-22T15:01:04Z
aaartyomsss/devops_k8s,0,2024-11-09T16:07:06Z,2025-01-25T19:36:31Z
openshift/openshift-azure,51,2018-06-19T02:11:07Z,2024-12-13T13:57:57Z
sophie-in-the-cloud/airline-app,0,2025-09-15T05:30:30Z,2025-09-17T00:46:28Z
willbossle/LINUXtips-PICK,12,2024-08-28T22:08:10Z,2024-10-03T14:37:25Z
Gin-sen/Ginsen.Net8.Async.Template,0,2025-03-07T20:21:56Z,2025-10-05T13:58:04Z
kubecube-io/KubeCube,525,2021-07-12T07:18:24Z,2024-01-31T03:34:57Z
tidepool-org/development,40,2018-01-25T20:19:16Z,2025-09-12T19:33:29Z
jrhuerta/celery-k8s-suffle-shard-with-autoscaling,2,2020-11-12T18:58:53Z,2020-11-13T02:46:23Z
durantic/charts,0,2025-10-07T07:19:13Z,2025-10-07T15:47:45Z
duck1123/chart.kronkltd.net,1,2021-10-28T23:45:11Z,2024-11-10T16:37:00Z
heistprofessor/argocd-helm,0,2024-07-19T08:34:23Z,2024-08-27T09:00:58Z
enyineer/helm,0,2021-05-17T20:10:00Z,2025-05-03T20:51:44Z
margato/multi-tenant-k8s,2,2024-09-17T01:15:23Z,2024-10-09T22:20:34Z
MasayaAoyama/kubernetes-seminar,1,2020-06-15T15:00:06Z,2020-06-19T09:36:28Z
jdwillmsen/jdw-apps,0,2024-03-16T03:07:45Z,2025-09-03T05:38:34Z
allenwu-zhiwei/config-server,0,2024-10-06T15:33:55Z,2024-10-27T02:16:08Z
SaludTechAlpes/saludtechalpes-data-intake-service,0,2025-03-03T00:53:29Z,2025-03-11T04:55:00Z
ibm-cloud-architecture/vaccine-gitops,0,2021-02-22T18:42:45Z,2021-06-14T23:02:43Z
ibrezm1/test-helm-01,0,2023-12-04T15:06:23Z,2023-12-04T15:15:46Z
leotalero2018/whisperX,0,2024-09-09T19:13:04Z,2024-09-09T19:27:12Z
Rushikesh-guthub/BUPA,0,2024-09-26T08:39:38Z,2025-01-10T07:11:33Z
getappsh/getapp-release-CE,0,2025-05-08T06:30:39Z,2025-05-22T09:12:17Z
bcgov/cas-metabase,1,2019-04-26T20:42:55Z,2025-10-06T19:11:46Z
NT505-P21-KLTN-ThienLM-PhuongQTH/kubernetes-hub,0,2025-04-02T03:02:38Z,2025-06-24T19:54:17Z
sayakpaul/deploy-hf-tf-vision-models,30,2022-07-17T04:43:44Z,2022-08-22T03:31:02Z
vishal267/thefinisher-app-manifests,0,2024-10-10T14:08:56Z,2024-10-13T12:51:47Z
anthonysnk/Kubernetes-docker-AWS,0,2021-02-15T04:55:58Z,2021-04-12T21:57:04Z
thefron/hangul_ipsum,18,2011-10-27T05:58:15Z,2023-03-16T11:19:48Z
zerok-ai/concurrency-demo,0,2022-10-25T06:38:16Z,2022-11-15T09:22:50Z
sapvs/kubein,0,2023-09-12T12:37:07Z,2023-09-13T05:51:32Z
sylwit/squid-helm,3,2024-01-31T03:23:54Z,2024-02-15T13:12:08Z
datacenter/ACI-Kubernetes-Visualiser,5,2022-07-12T02:14:54Z,2025-04-17T06:46:47Z
cnych/kubernetes-learning,1831,2018-07-11T05:37:00Z,2023-09-03T01:39:22Z
szpaczyna/rpi-k3s,2,2020-11-21T14:43:26Z,2025-09-12T13:47:38Z
SiddharthChauhan303/SPE-Project-kub-hpa,0,2024-12-08T08:49:44Z,2024-12-08T16:27:43Z
virtualmo/rp2-epif,0,2021-06-04T08:18:14Z,2021-06-27T13:27:31Z
kingsley-akaehomen/end-to-end-project,0,2025-05-03T16:17:31Z,2025-06-28T22:54:46Z
balyakin/architecture-sprint-6,0,2024-11-13T19:49:30Z,2024-11-29T07:05:29Z
nextopsvideos/T24,0,2025-03-04T15:13:09Z,2025-06-11T01:55:45Z
opensource-observer/oso,105,2023-07-25T20:41:57Z,2025-10-07T21:31:45Z
shoeb5401/flask-mysql,0,2025-06-26T05:56:27Z,2025-09-18T16:03:31Z
intelliqittrainings/Kubernetes_7_30pm,0,2021-09-09T08:14:34Z,2021-09-09T08:16:50Z
GopeshSharma7/Url-App,0,2023-11-02T06:12:14Z,2023-11-02T09:14:18Z
COPRS/reference-system-software,7,2021-07-21T12:32:44Z,2024-05-02T08:58:07Z
lbaf23/ptm-leaderboard,2,2022-01-17T13:33:30Z,2022-06-01T12:30:54Z
ldangelo/fx-orlean,2,2024-12-22T00:49:42Z,2025-08-24T16:49:34Z
JailtonJunior94/api-person,3,2020-10-02T00:46:06Z,2021-04-30T17:57:05Z
habitatone/stratus-deploy,0,2020-05-02T00:01:27Z,2020-05-20T19:55:52Z
hanzel98/external-adapters-js-develop,0,2021-10-30T03:57:42Z,2021-11-04T05:00:43Z
Octops/agones-discover-openmatch,101,2020-10-13T16:15:33Z,2023-08-29T10:40:41Z
OMaciasd/lab-k8s-devops,0,2025-05-16T22:41:35Z,2025-05-23T14:14:33Z
timoj58/blackjack-go,1,2021-06-18T14:25:40Z,2022-01-26T13:47:27Z
Jaye-python/taskproject,0,2024-06-27T14:29:57Z,2024-10-08T16:09:01Z
mhaddon/example-kubernetes-setup,1,2020-11-21T00:02:18Z,2020-11-26T02:04:16Z
Jha-Pranav/ml-engineering-adventures,0,2023-11-22T14:48:24Z,2023-12-28T07:57:17Z
amrabouelenin/wmowis,0,2024-07-30T07:46:48Z,2025-02-04T14:15:19Z
jeevandsouza/CodeQLTestingFromMSFTTestRepo,0,2025-09-27T13:06:42Z,2025-09-27T13:07:25Z
ubcctf/maplectf-2022-infra-public,0,2022-09-21T09:39:08Z,2022-09-27T19:07:16Z
bcgov/SDPR_Case_Management_SuiteCRM,3,2024-03-18T22:38:11Z,2025-08-08T19:52:03Z
colibrie-eu/helm-charts,0,2025-03-14T08:06:02Z,2025-10-07T17:56:47Z
InfraDAO/helm-charts,0,2024-08-30T00:10:15Z,2024-10-03T13:20:50Z
ubc/charts,2,2017-03-04T00:23:20Z,2025-08-12T03:08:38Z
Houeta/helm_hoppscotch,0,2024-11-11T10:57:52Z,2025-01-28T09:26:14Z
PosTechFiap33/controle-pedidos-api,0,2024-05-11T22:55:08Z,2024-09-29T20:08:49Z
nayeem-bd/Todo-App,0,2025-07-03T21:25:30Z,2025-09-04T15:30:53Z
google/googlesre,166,2022-03-24T15:35:38Z,2025-03-06T19:16:18Z
pluralsh/plural-artifacts,48,2021-03-11T19:13:42Z,2025-04-14T15:27:34Z
flyteorg/flyte,6528,2019-10-21T17:40:04Z,2025-10-07T22:18:47Z
leonardodasilvamelo/projetomodelo,0,2025-05-13T23:03:15Z,2025-05-23T12:56:03Z
Togglia/withus,0,2024-05-22T11:05:03Z,2024-07-17T09:31:05Z
mephistolie/chefbook-backend-auth,0,2023-04-02T09:59:18Z,2024-07-27T18:16:03Z
kuoss/kubeyaml,0,2023-08-23T04:56:50Z,2025-08-12T07:11:36Z
andyyaldoo/pintu,0,2023-08-06T20:08:18Z,2023-08-10T18:56:41Z
slimm609/kistiod,0,2020-06-20T14:51:57Z,2020-06-19T17:33:16Z
PrinceDalton/thunderstorm-app,1,2024-02-02T15:11:43Z,2024-06-20T17:34:29Z
ese6-dwetter/profile-microservice,0,2020-06-01T09:18:19Z,2025-09-09T17:36:34Z
AndrewDryga/helm-chart-elixir,5,2022-05-20T02:04:09Z,2022-05-20T02:10:13Z
Hassan-Eid-Hassan/k8s-GPA-Stack,0,2024-02-19T03:37:17Z,2025-01-19T03:11:21Z
Endeathia/Devops-Project,0,2024-06-21T13:33:02Z,2024-07-24T13:47:25Z
ONLYOFFICE/Kubernetes-DocSpace,9,2021-01-21T10:58:09Z,2025-09-16T13:02:43Z
Jak-40/assigment-2-iac-and-cicd,0,2025-09-10T06:43:58Z,2025-09-19T18:31:30Z
bubthegreat/cookiecutter-angular-ninja,0,2023-05-28T02:09:49Z,2023-07-08T04:53:50Z
dolphinnG/MLOpsPipeline,2,2024-11-08T15:56:04Z,2024-12-03T19:14:09Z
codai-ecosystem/codai-project,0,2025-06-11T07:55:19Z,2025-08-30T05:37:19Z
CS3219-AY2324S1/ay2324s1-course-assessment-g28,1,2023-09-06T15:28:26Z,2023-11-16T16:05:43Z
SedaiEngineering/helm-charts,0,2025-04-25T12:35:47Z,2025-10-07T08:43:45Z
getupcloud/helm-charts,3,2021-02-12T01:55:07Z,2025-09-29T19:17:07Z
ksga-11th-generation-advance-course/spring_microservcie_fin_track_infra,0,2023-10-05T01:58:09Z,2024-03-12T06:23:34Z
ayansasmal/idp-backstage-app,0,2025-08-06T04:08:28Z,2025-09-26T20:34:44Z
caraml-dev/helm-charts,8,2022-08-30T03:37:21Z,2025-07-30T06:05:24Z
kalexand-rh/adoc-testing,0,2021-11-05T14:21:58Z,2021-12-14T19:33:49Z
arthurk/argocd-test,0,2020-09-15T08:03:08Z,2020-10-02T06:35:03Z
cmaenner/keycloak-getting-started,0,2025-07-05T13:53:21Z,2025-07-11T04:26:54Z
epam/edp-ddm-redash-chart,2,2023-09-29T14:36:36Z,2025-03-04T15:28:57Z
KaduSantanaDev/Transactify,0,2025-06-25T07:59:56Z,2025-06-26T09:55:12Z
almorgv/helm-charts,2,2021-06-18T15:02:12Z,2021-07-15T12:48:13Z
mateusmosquera/postech-fiap-lanchonete-cliente-ms,1,2024-05-04T17:37:24Z,2024-08-09T01:50:06Z
rancher/ob-team-charts,1,2025-01-08T14:35:07Z,2025-10-07T16:50:51Z
mohammadsyed397/K8-databases,0,2025-09-11T14:08:25Z,2025-09-20T18:30:02Z
fouquetm/4mi-k8s,1,2025-06-03T06:48:08Z,2025-06-04T14:52:28Z
DurbarTalluri/Practice,0,2021-08-06T05:36:25Z,2025-10-07T17:32:37Z
1mr/helm-charts,0,2020-08-31T20:03:14Z,2025-05-21T17:21:11Z
0xhappyboy/react-template,0,2022-12-21T08:50:49Z,2023-01-21T16:25:12Z
nitishmalang/Cosmocloud-Deploy,0,2024-12-06T16:31:46Z,2024-12-08T18:28:39Z
wiremind/wiremind-helm-charts,48,2020-11-23T16:07:37Z,2025-10-07T14:54:29Z
shun198/kubernetes-practice,1,2025-08-03T05:58:08Z,2025-09-08T01:30:39Z
HariSekhon/Kubernetes-configs,515,2020-09-16T14:21:03Z,2025-02-06T13:41:39Z
panthers-labs-pvt-ltd/sentinel,0,2025-06-21T05:33:44Z,2025-08-17T10:57:37Z
rammanoharnallari-eng/terraform,0,2025-08-31T06:52:52Z,2025-09-03T06:08:04Z
karosuwindam/docker-k8s-sample,0,2020-08-30T02:33:03Z,2025-09-23T14:11:16Z
mpniewskii/Chmurowe_Projekt,0,2025-01-06T17:02:57Z,2025-01-06T17:04:08Z
OsamaM0/BiometricFlow-ZK,0,2025-08-01T14:41:37Z,2025-08-05T11:33:22Z
greenie-one/remote,0,2023-06-13T06:11:00Z,2023-11-07T12:12:04Z
kubero-dev/kubero-operator,10,2022-06-25T20:09:25Z,2025-09-17T09:17:45Z
greenie-one/frontend,0,2023-04-03T17:26:25Z,2023-10-02T13:36:21Z
dcristobalhMad/kube-secrets-exporter,0,2024-05-25T12:46:46Z,2025-03-13T00:29:57Z
yashpimple/keptn-demo,0,2023-07-29T05:15:53Z,2023-08-19T05:52:59Z
yoanyombapro1234/FeelGuuds,0,2021-02-12T03:46:25Z,2021-08-31T05:57:12Z
sourcefuse/terraform-aws-arc-eks-saas,24,2024-02-19T11:39:31Z,2025-09-10T10:51:52Z
itboon/bitnami-charts,0,2023-06-15T14:46:57Z,2025-10-01T02:23:22Z
kjhooni/helm-charts,0,2025-08-06T07:18:51Z,2025-09-25T02:09:13Z
joshfng/bitnami.charts,0,2025-08-29T04:38:38Z,2025-10-04T05:00:09Z
AgrimPrasad/banzai-charts,0,2023-11-29T08:05:27Z,2023-11-29T08:06:58Z
NorskHelsenett/ror,55,2023-10-16T21:31:51Z,2025-10-06T14:55:59Z
madhav8890/multi-application-deployment,0,2024-12-08T15:25:48Z,2024-12-09T07:14:16Z
WASdev/websphere-liberty-operator,11,2021-05-07T17:51:33Z,2025-10-02T17:17:02Z
vgurukool/tla-helm,0,2024-10-02T00:08:59Z,2024-12-02T02:46:53Z
ApicaSystem/ApicaHub,0,2024-07-18T05:39:06Z,2025-06-04T07:27:56Z
CharanSai8127/Helm,0,2024-10-02T09:54:26Z,2024-10-02T10:23:27Z
banzaicloud/banzai-charts,369,2017-11-03T17:14:41Z,2023-11-20T09:52:33Z
Kushal7551/Portfolio-Management,0,2024-01-28T17:10:45Z,2025-03-07T12:28:25Z
YJ-king/SKYLINE-project-infra-terraform,0,2025-09-16T02:28:44Z,2025-09-29T02:11:21Z
chikuwait/kubernetes-complete-book,2,2018-12-27T06:18:43Z,2020-04-01T13:09:35Z
ckt114/helm-charts,0,2024-01-07T19:42:00Z,2025-02-04T22:52:02Z
azconcept-droid/DEVOPS-ASSESSMENT,0,2024-02-28T10:37:29Z,2024-02-28T17:04:46Z
mariadb-operator/test-operators,0,2024-07-16T16:02:50Z,2024-07-17T09:36:00Z
Amaranese/40-Projects-Ideas-For-Web-Developer,1,2022-05-30T08:09:48Z,2022-06-20T10:05:40Z
fpluis/external-adapters-js,0,2021-11-13T09:13:55Z,2021-11-24T18:46:40Z
Chandu8090/T24-AzureDevops,0,2025-05-24T05:39:54Z,2025-05-24T05:40:17Z
fhgrings/free5gc-core-decoupled-helm,1,2023-11-26T20:16:33Z,2023-12-01T15:02:24Z
miracum/charts,3,2021-03-19T17:32:47Z,2025-10-06T20:21:58Z
getindata/hive-metastore,9,2024-02-26T08:12:44Z,2025-02-21T11:10:54Z
garovu/devops-intern-labs,1,2024-03-06T03:56:41Z,2024-03-08T07:19:14Z
CSA-DanielVillamizar/actions-workflow-samples,0,2021-12-19T02:08:02Z,2021-12-20T10:30:25Z
washu-tag/scout,0,2024-10-08T16:57:24Z,2025-10-07T21:51:34Z
altafjava/helm-charts,0,2024-05-04T11:42:44Z,2024-05-04T12:35:27Z
ahouab/SRE,1,2023-09-28T06:18:49Z,2023-09-28T06:19:25Z
AmarKanth/k8s,0,2025-01-02T17:06:27Z,2025-06-09T08:55:55Z
aliarabshahi/big_data_course_fozoni,0,2024-07-26T09:51:51Z,2024-08-17T16:16:18Z
prada80/mlp_dask_poc,0,2025-06-22T00:29:35Z,2025-06-22T02:01:52Z
prada80/capstone_rca_genai_pdas,0,2025-06-22T00:06:36Z,2025-06-22T00:13:37Z
panzouh/argo-repository,4,2022-04-27T23:32:45Z,2023-08-02T09:54:59Z
rivera-bl/metabase-helm,0,2023-11-20T16:16:45Z,2023-11-20T16:40:21Z
academyExcelleance/ai-mlops-learning,0,2025-03-21T11:10:05Z,2025-04-23T13:16:27Z
mallardduck/ob-team-charts-test,0,2025-01-03T15:48:06Z,2025-01-07T00:10:45Z
rakshitgondwal/keptn-contributor-meet-demo,0,2023-10-09T10:17:21Z,2023-10-09T10:48:25Z
cohort-4-group-1/capstone_rca_genai,0,2025-04-10T01:12:12Z,2025-07-25T16:32:50Z
HarshitSF/sf-arc-saas-saas-management-repository,1,2024-08-23T03:17:52Z,2024-08-24T02:52:36Z
rakshitgondwal/gitopscon-eu-2023,0,2023-11-29T10:01:00Z,2023-11-29T12:22:21Z
Extrality/helm-charts,1,2023-03-07T10:20:55Z,2025-08-26T13:42:36Z
anhtu293/lens-translate,64,2024-10-23T18:33:14Z,2024-11-24T18:29:44Z
mistio/mist-ce,1899,2012-09-19T16:11:37Z,2025-05-18T14:53:07Z
pgadea/aksworkshopdemo,0,2022-09-24T23:43:03Z,2022-09-24T23:44:10Z
Glf2004/CloudComputing,0,2025-05-27T06:25:46Z,2025-06-04T10:41:24Z
BtnCbn/flug-v2,0,2025-02-14T09:06:56Z,2025-02-16T16:08:14Z
frevar1975/Clases,0,2025-03-27T01:29:21Z,2025-10-03T00:21:08Z
cb-kubecd/bdd-nh-import-1588649091,0,2020-05-05T03:53:39Z,2020-05-05T03:59:35Z
goldstrike77/pulumi-ts-operator-kubernetes,1,2022-01-10T02:13:37Z,2025-04-10T12:02:00Z
metaops-solutions/helm-charts,1,2022-04-29T09:11:38Z,2023-12-01T13:03:44Z
zama-ai/fhevm,22702,2025-05-02T10:48:20Z,2025-10-07T22:11:39Z
Zubcal/catalog,0,2023-12-28T21:11:24Z,2023-12-28T23:33:34Z
Budibase/budibase,27062,2019-06-07T11:03:41Z,2025-10-07T14:46:25Z
bornav/fluxcd,1,2023-04-04T11:01:08Z,2025-10-07T22:17:22Z
kitnil/dotfiles,14,2020-04-30T23:02:20Z,2025-04-27T20:40:09Z
dingdayu/v4x,0,2024-11-12T15:07:47Z,2025-04-01T06:56:41Z
eSolutionsTech/kubelakecharts,2,2024-06-24T07:29:01Z,2024-07-16T13:00:29Z
greenpeace/planet4-locust,2,2017-11-21T04:31:55Z,2019-11-18T23:46:39Z
trohit7/addlabel1,0,2024-03-04T06:51:06Z,2024-03-04T16:44:12Z
tbernacchi/fibonacci,0,2024-07-10T12:24:29Z,2024-07-26T14:56:48Z
pos-tech-soat08-03/challenge5-Jackapp-status,0,2025-03-25T11:42:54Z,2025-06-15T23:56:44Z
309thEDDGE/opal-helm,0,2023-07-26T15:36:47Z,2024-10-16T15:56:50Z
kiali/kiali-operator,86,2020-04-14T21:22:20Z,2025-10-03T15:46:57Z
ivee-tech/az-scripts,1,2023-02-09T11:18:12Z,2024-02-14T23:58:26Z
OpenLiberty/open-liberty-operator,30,2019-04-10T21:40:40Z,2025-10-07T21:15:59Z
emiliancristea/bunker-miner,0,2025-09-04T15:01:01Z,2025-09-28T22:39:23Z
ionos-cloud/octopinger,4,2022-10-21T11:39:50Z,2025-10-07T04:06:04Z
metoro-io/metoro-helm-charts,1,2024-05-29T13:57:26Z,2025-09-18T14:31:09Z
lootlog/monorepo,4,2025-06-07T18:33:15Z,2025-10-07T18:34:55Z
Telenor-Labs/oracle_helm_repo,0,2022-07-29T14:47:43Z,2024-07-05T17:01:57Z
edaena/TestManifestRepo,0,2019-07-16T20:46:49Z,2019-07-21T13:53:30Z
afzaal0007/Datadog-monitoring-K8s,0,2025-05-18T18:49:41Z,2025-05-18T19:00:00Z
geniein/devops,0,2025-08-05T11:37:52Z,2025-08-18T14:58:56Z
isarns/istio-lab,1,2024-03-13T15:30:04Z,2024-09-14T08:48:45Z
npatta01/citibike_ableto,0,2017-10-12T10:19:33Z,2017-10-12T15:37:07Z
rajmanda/kalyanam,0,2024-07-04T20:21:56Z,2025-07-27T14:33:15Z
GlorifiedTypist/flux-demo,0,2020-06-11T13:43:52Z,2020-06-11T14:29:06Z
authgear/helm-charts,1,2020-10-05T05:08:12Z,2025-09-29T06:10:30Z
gudshuis/tech1,0,2024-09-13T12:46:59Z,2024-09-29T19:42:44Z
nuncosta92/INSIS_22_23_ACME,0,2024-02-07T19:44:39Z,2024-02-07T22:33:52Z
smart-scaler/smartscaler-agents-argocd-examples,0,2024-03-18T10:24:23Z,2025-06-10T20:15:27Z
chanwit/spike-bucket-tilt,0,2022-07-01T11:38:08Z,2022-07-01T14:30:09Z
krozenking/ALT_LAS,0,2025-04-24T09:01:35Z,2025-05-24T21:46:23Z
darkliyznyanlin910/is214-esm,0,2025-03-20T22:28:33Z,2025-04-04T18:02:02Z
laurawarren88/harness-practice,0,2025-06-25T08:07:19Z,2025-06-26T09:16:12Z
PaaS-TA/paas-ta-container-platform-deployment,2,2020-12-07T02:34:31Z,2023-08-02T05:36:29Z
ant-media/Scripts,20,2018-02-04T12:57:24Z,2025-10-07T07:15:16Z
korobprog/SuperMock,0,2025-05-08T01:07:54Z,2025-09-05T10:28:30Z
Gaikwad556/project-CI-CD,0,2024-12-05T06:11:14Z,2024-12-06T08:25:56Z
mzet97/k8s,0,2025-08-26T21:54:50Z,2025-09-11T20:33:17Z
unknown1991/mindbox_k8s_test_task,0,2024-08-19T10:21:18Z,2025-10-02T10:43:42Z
nssena/tech-challenge-fiap,0,2024-04-24T22:20:03Z,2024-08-08T01:39:08Z
cvetkovic/vhive_18,0,2021-10-23T11:53:18Z,2023-01-16T15:38:26Z
