Owner,Project,File Path,Is Helm Template,apiVersion,Has Behavior,MinReplicas,MaxReplicas,Metric Type,Metric Name,Target Kind,Target Value
rytswd,get-istio-multicluster,clusters/bison/istio/installation/generated-manifests/1.8.5/before-retiring/istio-control-plane-install.yaml,True,autoscaling/v2beta1,False,1,5,Resource,cpu,,
rytswd,get-istio-multicluster,clusters/bison/istio/installation/generated-manifests/1.8.5/full-installation/istio-control-plane-install.yaml,True,autoscaling/v2beta1,False,1,5,Resource,cpu,,
tis-system,charts,charts/istio/1.17.6/istio-control/istio-discovery/files/gen-istio.yaml,True,autoscaling/v2,False,1,5,Resource,cpu,Utilization,80
manishcueverz,kube-deploy,kube-backend-service/templates/hpa.yaml,True,autoscaling/v1,False,1,10,resource,cpu,Utilization,10
pmh-only,cocktail-bar,_cocktails/241217_globalarch_bp/manifest/us/account.yml,False,autoscaling/v2,False,2,64,Resource,cpu,Utilization,50
pmh-only,cocktail-bar,_cocktails/241217_globalarch_bp/manifest/us/account.yml,False,autoscaling/v2,False,2,64,Resource,memory,Utilization,50
jittagornp,kubernetes-demo,App-HorizontalPodAutoscaler.yml,False,autoscaling/v2beta1,False,1,100,Resource,cpu,,
ibra13-13,helm-2025,class9/hpa.yaml,False,autoscaling/v2,True,1,5,Resource,cpu,Utilization,50
ibra13-13,helm-2025,class9/hpa.yaml,False,autoscaling/v2,True,1,5,Resource,memory,Utilization,50
zebpalmer,random-devops-example,kube/app-b-autoscale.yaml,False,autoscaling/v1,False,1,4,resource,cpu,Utilization,80
ollyfad,udacity_project_3,deployment/backend-user-deployment.yaml,False,autoscaling/v1,False,1,2,resource,cpu,Utilization,70
iwiick-insighture,test-service-2-gitops,kustomize/overlay/dev/msg/hpa-v1-0-0-patch.yaml,False,autoscaling/v2,False,,,,,,
shubhamwadhwa711,Ailyze_kubernetes_setup,deployments/ailyze_excel_celery.yaml,False,autoscaling/v2,False,4,8,Resource,memory,Utilization,80
thutahw,Kubernetes,kubernetes/5-hpa.yml,False,autoscaling/v2beta2,False,3,6,Resource,cpu,Utilization,50
JoiltonSantos,NumberSearchApp-Infra,number-search-app-hpa.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
fatkulllin,K8s_Manifest,Deployments/deployment-2-replicas.yaml,False,autoscaling/v2beta1,False,2,6,Resource,cpu,,
fatkulllin,K8s_Manifest,Deployments/deployment-2-replicas.yaml,False,autoscaling/v2beta1,False,2,6,Resource,memory,,
manimaul,njord,k8s_deploy/chart_server.yaml,False,autoscaling/v1,False,1,2,resource,cpu,Utilization,50
A3nktr0,orchestrator,manifests/api-gateway.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,60
pmh-only,cocktail-bar,_cocktails/250207_24nation_try2/manifest/product.yml,False,autoscaling/v2,False,2,64,Resource,cpu,Utilization,30
pmh-only,cocktail-bar,_cocktails/250207_24nation_try2/manifest/product.yml,False,autoscaling/v2,False,2,64,Resource,memory,Utilization,30
wtp43,gearhawk-lab,k8s/apps/gearhawk-website/gearhawk-hono/hpa.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,50
Allenrovas,SO1_VAC_DIC_2024,EjemplProyect2/cluster/deploy1/hpa.yml,False,autoscaling/v1,False,1,3,resource,cpu,Utilization,50
scotthops,assignment,hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,30
epodegrid,kubegenie-dataset,N/nodejs-opentelemetry-zxGlMp/nodejs-opentelemetry.yaml,False,autoscaling/v2beta1,False,1,3,Resource,cpu,,
steblynskyi,infrastructure,environments/qa/kubernetes/services/pms/unit-owners-api.yaml,False,autoscaling/v2,False,2,2,Resource,cpu,Utilization,85
steblynskyi,infrastructure,environments/qa/kubernetes/services/pms/unit-owners-api.yaml,False,autoscaling/v2,False,2,2,Resource,memory,AverageValue,980Mi
b44rawat,infra-demo,kubernetes/manifests/hpa.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,5
Arnobrizwan,AI-Hud-Challenge,storage-service/k8s/deployment.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
Arnobrizwan,AI-Hud-Challenge,storage-service/k8s/deployment.yaml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,80
sophie-in-the-cloud,airline-app,k8s-examples/advanced/hpa.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
sophie-in-the-cloud,airline-app,k8s-examples/advanced/hpa.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
NT505-P21-KLTN-ThienLM-PhuongQTH,kubernetes-hub,manifests/base/CI-build-failure-prediction-models/hpa.yml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,70
SaludTechAlpes,saludtechalpes-data-intake-service,kubernetes/local/k8s-hpa.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
SiddharthChauhan303,SPE-Project-kub-hpa,deployment/model-hpa.yml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
jrhuerta,celery-k8s-suffle-shard-with-autoscaling,k8s/manifest.yaml,False,autoscaling/v2beta2,False,1,20,External,celery_queue_length,AverageValue,50
MasayaAoyama,kubernetes-seminar,manifests/sample-hpa.yaml,False,autoscaling/v2beta1,False,1,10,Resource,cpu,,
allenwu-zhiwei,config-server,k8s/hpa.yaml,False,autoscaling/v1,False,2,5,resource,cpu,Utilization,50
zerok-ai,concurrency-demo,setup/application/status-quo-hpa-gke/hpa.yaml,False,autoscaling/v1,False,1,2,resource,cpu,Utilization,80
anthonysnk,Kubernetes-docker-AWS,Kubernetes/horizontal pod autoscaler/hpa.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,80
sayakpaul,deploy-hf-tf-vision-models,hf_vision_model_onnx_gke/.kube/hpa.yaml,False,autoscaling/v1,False,1,3,resource,cpu,Utilization,80
cnych,kubernetes-learning,hpademo/hpa-demo.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,5
balyakin,architecture-sprint-6,Exc2/hpa.yaml,False,autoscaling/v2,False,1,10,Resource,memory,Utilization,50
virtualmo,rp2-epif,TESTING_DATA/yaml_configurable/epi-bf-hpa.yaml,False,autoscaling/v2beta2,False,MIN_REPLICAS,MAX_REPLICAS,Resource,SCALABLE_RESOURCE,Utilization,UTILIZATION
ObviousSloth,InstantaneousGram-BackEnd,MiniKube/Scallers/likesandcomments-scaler.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
steblynskyi,infrastructure,environments/dev/kubernetes/services/ops/delete-clients-inncenter-web.yaml,False,autoscaling/v2beta2,False,2,3,Resource,cpu,Utilization,65
steblynskyi,infrastructure,environments/dev/kubernetes/services/ops/delete-clients-inncenter-web.yaml,False,autoscaling/v2beta2,False,2,3,Resource,memory,AverageValue,220Mi
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/cetic_swaggerui.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,80
Octops,agones-discover-openmatch,deploy/openmatch/01-open-match-core.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
Octops,agones-discover-openmatch,deploy/openmatch/01-open-match-core.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
Octops,agones-discover-openmatch,deploy/openmatch/01-open-match-core.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
nextopsvideos,T24,Kubernetes/08_hpa/hpa.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,2
intelliqittrainings,Kubernetes_7_30pm,def_files/autoscalling.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
shoeb5401,flask-mysql,k8s/app/flask-hpa.yml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
shoeb5401,flask-mysql,k8s/app/flask-hpa.yml,False,autoscaling/v2,False,1,5,Resource,memory,Utilization,70
lbaf23,ptm-leaderboard,yaml/api-hpa.yml,False,autoscaling/v2beta1,False,2,5,Resource,cpu,,
lbaf23,ptm-leaderboard,yaml/api-hpa.yml,False,autoscaling/v2beta1,False,2,5,Resource,memory,,
JailtonJunior94,api-person,.k8s/hpas/api-hpa.yaml,False,autoscaling/v1,False,1,30,resource,cpu,Utilization,25
ubcctf,maplectf-2022-infra-public,kubernetes/challenges/jwt.yaml,False,autoscaling/v2,False,2,20,Resource,cpu,Utilization,50
mhaddon,example-kubernetes-setup,git-repositories/gitops-myenvironment-myapp/base/hpa.yaml,False,autoscaling/v2beta2,False,3,6,Resource,memory,Utilization,90
mhaddon,example-kubernetes-setup,git-repositories/gitops-myenvironment-myapp/base/hpa.yaml,False,autoscaling/v2beta2,False,3,6,Resource,cpu,Utilization,65
google,googlesre,imageserver/kubernetes/download-frontend.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,80
nayeem-bd,Todo-App,deployment/deploy.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,50
nayeem-bd,Todo-App,deployment/deploy.yaml,False,autoscaling/v2,False,1,10,Resource,memory,Utilization,70
kuoss,kubeyaml,yamls/knative/horizontalpodautoscaler_istio-pilot.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
Togglia,withus,PRD/WAS/was-login.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
ese6-dwetter,profile-microservice,kube/autoscaler.yaml,False,autoscaling/v1,False,2,10,resource,cpu,Utilization,75
leonardodasilvamelo,projetomodelo,projeto-base/K8S/deployment.yaml,False,autoscaling/v1,False,__minreplicas__,__maxreplicas__,resource,cpu,Utilization,__utilizationpercentage__
CS3219-AY2324S1,ay2324s1-course-assessment-g28,.deployment/local-k8s/k8s-templates/peerprep-collab.yaml,True,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
codai-ecosystem,codai-project,infrastructure/manifests/x/hpa.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
codai-ecosystem,codai-project,infrastructure/manifests/x/hpa.yaml,False,autoscaling/v2,False,2,10,Resource,memory,Utilization,80
Jak-40,assigment-2-iac-and-cicd,app/k8s/scaling.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
Jak-40,assigment-2-iac-and-cicd,app/k8s/scaling.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
ksga-11th-generation-advance-course,spring_microservcie_fin_track_infra,email-kb-service/02-hpa.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
yashpimple,keptn-demo,hpa.yaml,False,autoscaling/v2,False,1,3,Object,cpu-throttling,Value,1
KaduSantanaDev,Transactify,k8s/worker-hpa.yaml,False,autoscaling/v1,False,3,10,resource,cpu,Utilization,70
steblynskyi,infrastructure,environments/dev/kubernetes/services/pms/inventory-sync-api.yaml,False,autoscaling/v2,False,2,2,Resource,cpu,Utilization,85
steblynskyi,infrastructure,environments/dev/kubernetes/services/pms/inventory-sync-api.yaml,False,autoscaling/v2,False,2,2,Resource,memory,AverageValue,980Mi
mohammadsyed397,K8-databases,payment/manifest.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,10
fouquetm,4mi-k8s,kubernetes/api/overlays/mfo/hpa.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
shun198,kubernetes-practice,sample-webapp-php/manifests/hpa.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,10
karosuwindam,docker-k8s-sample,nginx/k8s/nginx-auto.yml,False,autoscaling/v2beta2,False,1,5,Resource,cpu,Utilization,50
karosuwindam,docker-k8s-sample,nginx/k8s/nginx-auto.yml,False,autoscaling/v2beta2,False,1,5,Resource,memory,AverageValue,100Mi
OsamaM0,BiometricFlow-ZK,k8s/ingress.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
OsamaM0,BiometricFlow-ZK,k8s/ingress.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
OsamaM0,BiometricFlow-ZK,k8s/ingress.yaml,False,autoscaling/v2,False,3,15,Resource,cpu,Utilization,70
OsamaM0,BiometricFlow-ZK,k8s/ingress.yaml,False,autoscaling/v2,False,3,15,Resource,memory,Utilization,80
OsamaM0,BiometricFlow-ZK,k8s/ingress.yaml,False,autoscaling/v2,False,2,8,Resource,cpu,Utilization,70
OsamaM0,BiometricFlow-ZK,k8s/ingress.yaml,False,autoscaling/v2,False,2,8,Resource,memory,Utilization,80
HariSekhon,Kubernetes-configs,github-actions/base/github-actions-runner-hpa.yaml,False,autoscaling/v1,False,1,5,resource,cpu,Utilization,70
mpniewskii,Chmurowe_Projekt,kubernetes/frontend-hpa.yaml,False,autoscaling/v2,False,1,100,Resource,cpu,Utilization,50
mpniewskii,Chmurowe_Projekt,kubernetes/frontend-hpa.yaml,False,autoscaling/v2,False,1,100,Resource,memory,Utilization,70
yoanyombapro1234,FeelGuuds,src/services/shopper_service/kustomize/hpa.yaml,False,autoscaling/v2beta2,False,2,4,Resource,cpu,Utilization,99
FarahMHAMDI,SAS-VIYA,sas-viya/sas-bases/base/components/sas-concept-execution-provider/resources.yaml,False,autoscaling/v2beta2,False,1,1,Resource,cpu,Utilization,80
YJ-king,SKYLINE-project-infra-terraform,skyline_system_demo/k8s-examples/advanced/hpa.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
YJ-king,SKYLINE-project-infra-terraform,skyline_system_demo/k8s-examples/advanced/hpa.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
SaludTechAlpes,saludtechalpes-data-intake-service,kubernetes/staging/k8s-hpa.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
Kushal7551,Portfolio-Management,kub-hpa-main/deployment/model-hpa.yml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
chikuwait,kubernetes-complete-book,Chapter9/sample-hpa.yaml,False,autoscaling/v2beta1,False,1,10,Resource,cpu,,
Chandu8090,T24-AzureDevops,Kubernetes/08_hpa/hpa.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,2
ahouab,SRE,imageserver/kubernetes/download-frontend.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,80
rakshitgondwal,keptn-contributor-meet-demo,hpa.yaml,False,autoscaling/v2,False,1,3,Object,cpu-throttling,Value,1
rakshitgondwal,gitopscon-eu-2023,observability/hpa.yaml,False,autoscaling/v2,False,1,3,Object,cpu-throttling,Value,1
frevar1975,Clases,UGRM/Docker-feb-2025/coleccionDockerfiles/bash-tools/templates/kubernetes-templates/github-actions/base/github-actions-runner-hpa.yaml,True,autoscaling/v1,False,1,5,resource,cpu,Utilization,70
frevar1975,Clases,UGRM/Docker-feb-2025/coleccionDockerfiles/bash-tools/kubernetes-configs/github-actions/base/github-actions-runner-hpa.yaml,False,autoscaling/v1,False,1,5,resource,cpu,Utilization,70
frevar1975,Clases,UGRM/Docker-feb-2025/coleccionDockerfiles/bash-tools/templates/ansible-templates/bash-tools/kubernetes-configs/github-actions/base/github-actions-runner-hpa.yaml,True,autoscaling/v1,False,1,5,resource,cpu,Utilization,70
frevar1975,Clases,UGRM/Docker-feb-2025/coleccionDockerfiles/bash-tools/templates/ansible-templates/bash-tools/templates/kubernetes-templates/github-actions/base/github-actions-runner-hpa.yaml,True,autoscaling/v1,False,1,5,resource,cpu,Utilization,70
yoanyombapro1234,FeelGuuds,src/services/reviews_service/kustomize/hpa.yaml,False,autoscaling/v2beta2,False,2,4,Resource,cpu,Utilization,99
yoanyombapro1234,FeelGuuds,src/services/merchant_service/kustomize/hpa.yaml,False,autoscaling/v2beta2,False,2,4,Resource,cpu,Utilization,99
yoanyombapro1234,FeelGuuds,src/services/authentication_handler_service/kustomize/hpa.yaml,False,autoscaling/v2beta2,False,2,4,Resource,cpu,Utilization,99
yoanyombapro1234,FeelGuuds,src/services/shipping_service/kustomize/hpa.yaml,False,autoscaling/v2beta2,False,2,4,Resource,cpu,Utilization,99
pgadea,aksworkshopdemo,rating-hpa.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,50
Glf2004,CloudComputing,k8s/hpa/email-hpa.yaml,False,autoscaling/v1,False,1,5,resource,cpu,Utilization,30
pos-tech-soat08-03,challenge5-Jackapp-status,manifesto_kubernetes/jackapp-status-hpa.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
tbernacchi,fibonacci,k8s/fibonacci.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,50
ivee-tech,az-scripts,Templates/AKS/misc/php-apache.hpa.mem.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
lootlog,monorepo,infra/k8s/prod/api/hpa.yml,False,autoscaling/v2,False,2,4,Resource,cpu,Utilization,80
emiliancristea,bunker-miner,infra/kubernetes/04-pool-api-deployment.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
emiliancristea,bunker-miner,infra/kubernetes/04-pool-api-deployment.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.9.4/as-canary/istio-control-plane-install.yaml,True,autoscaling/v2beta1,False,1,5,Resource,cpu,,
nuncosta92,INSIS_22_23_ACME,Microservices/Reviews/kubernets.yaml,False,autoscaling/v2,False,2,3,Resource,cpu,Utilization,50
GlorifiedTypist,flux-demo,charts/flagger/podinfo.yaml,True,autoscaling/v2beta1,False,2,4,Resource,cpu,,
rajmanda,kalyanam,kalyanam-deployment.yaml,False,autoscaling/v2,True,1,2,Resource,memory,Utilization,70
npatta01,citibike_ableto,k8s/prod/autoscaler.yaml,False,autoscaling/v1,False,2,6,resource,cpu,Utilization,80
darkliyznyanlin910,is214-esm,k8s/default/odoo-hpa.yaml,False,autoscaling/v2,True,1,3,Resource,cpu,Utilization,70
darkliyznyanlin910,is214-esm,k8s/default/odoo-hpa.yaml,False,autoscaling/v2,True,1,3,Resource,memory,Utilization,80
ant-media,Scripts,kubernetes/ams-k8s-hpa-origin.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,60
laurawarren88,harness-practice,delegate/harness-delegate.yaml,False,autoscaling/v2,False,1,1,Resource,cpu,Utilization,70
chanwit,spike-bucket-tilt,dev-bucket/microservice/app-hpa.yaml,False,autoscaling/v2beta2,False,1,2,Resource,cpu,Utilization,98
Gaikwad556,project-CI-CD,kubernetes/app_scaler.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,70
korobprog,SuperMock,kubernetes/overlays/prod/hpa-patch.yaml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,70
korobprog,SuperMock,kubernetes/overlays/prod/hpa-patch.yaml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,80
unknown1991,mindbox_k8s_test_task,deployment.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,75
nssena,tech-challenge-fiap,webapp-hpa.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
cvetkovic,vhive_18,configs/knative_yamls/serving-core.yaml,True,autoscaling/v2beta2,False,1,20,Resource,cpu,Utilization,100
cvetkovic,vhive_18,configs/knative_yamls/serving-core.yaml,True,autoscaling/v2beta2,False,1,5,Resource,cpu,Utilization,100
MukeshTatrari,core_framework,cart/tcp_cart_service/devops/env/hpa/prod-stg.yaml,False,autoscaling/v1,False,1,2,resource,cpu,Utilization,50
FarahMHAMDI,SAS-VIYA,sas-viya/sas-bases/base/components/sas-drive-app/resources.yaml,False,autoscaling/v2beta2,False,1,1,Resource,cpu,Utilization,80
iamsamitdev,KubernateDemoBCEL,hpa-v2.yaml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,5
iamsamitdev,KubernateDemoBCEL,hpa-v2.yaml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,5
torimono,sockshop-groupe,yaml/user_db_hpa.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,50
widdix123,eks-microservice-demo,flagger/flagger-app.yaml,False,autoscaling/v2beta2,False,2,4,Resource,cpu,Utilization,99
magicliang,tiny-twitter,k8s/hpa.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
magicliang,tiny-twitter,k8s/hpa.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
SoulSyncFrequency,SoulSyncApp,SoulSyncApp/k8s/base/hpa-backend.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,70
rey265,Ticketing-Java,Ticketing-Java-main/6. WEB/root-page/root-nginx.yaml,False,autoscaling/v1,False,2,15,resource,cpu,Utilization,20
abhishekm2610,gpu-autoscaling-scripts,llm-autoscale/ollama-custom-hpa.yaml,False,autoscaling/v2,True,1,24,Pods,dummy_inflight_requests,AverageValue,3
sameershaik-coder,fastapi-k8s-demo,k8s/qa/sales-service.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
ssorato,linuxtips-aws-container-architecture,day19/chip.yaml,False,autoscaling/v2,False,2,6,Resource,cpu,Utilization,60
gaganjot99,final-project-kube,autoscale.yaml,False,autoscaling/v1,False,2,4,resource,cpu,Utilization,20
jobscale,_,cloud/k8s/backend/django/components.yaml,False,autoscaling/v1,False,1,3,resource,cpu,Utilization,50
LZURISCV,k8s-test,hpa/trigger-hpa.yaml,False,autoscaling/v2,True,1,5,Resource,memory,Utilization,50
siddi7,EcoLearn-AI-Platform,backend/content-service/k8s/deployment.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
siddi7,EcoLearn-AI-Platform,backend/content-service/k8s/deployment.yaml,False,autoscaling/v2,False,2,10,Resource,memory,Utilization,80
mSvcBench,Istio-for-Liqo,mubench-app/hpa/edge1/hpa-mubench-01000-Deployment-s1.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,60
kuoss,kubeyaml,yamls/tekton-pipeline/horizontalpodautoscaler_tekton-pipelines-webhook.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
MamangRust,monolith-pointofsale-grpc,deployments/kubernetes/order_item-hpa.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
codereversing,multicompilersystem,Deployments/cs/deployment.runtime.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,75
codereversing,multicompilersystem,Deployments/cs/deployment.runtime.yaml,False,autoscaling/v2beta2,False,1,10,Resource,memory,AverageValue,800Mi
Khagou,TP5-logging,fleet/fleet.yml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,80
ctria,knative-poc,3-eventing/1-eventing-core.yml,True,autoscaling/v2,False,1,5,Resource,cpu,Utilization,100
jsangmin99,k8s-practice,OrderSystem/k8s/hpa.yml,False,autoscaling/v1,False,1,3,resource,cpu,Utilization,50
sekhrivijay,search-service,k8s/search-hpa.yaml,False,autoscaling/v2beta1,False,1,2,Resource,cpu,,
sekhrivijay,search-service,k8s/search-hpa.yaml,False,autoscaling/v2beta1,False,1,2,Resource,memory,,
lewispoul,pinox,k8s/staging/k8s-deployment.yml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,70
lewispoul,pinox,k8s/staging/k8s-deployment.yml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,80
renatinhosfaria,famagpt,k8s/orchestrator-deployment.yaml,False,autoscaling/v2,True,2,20,Resource,cpu,Utilization,70
renatinhosfaria,famagpt,k8s/orchestrator-deployment.yaml,False,autoscaling/v2,True,2,20,Resource,memory,Utilization,80
renatinhosfaria,famagpt,k8s/orchestrator-deployment.yaml,False,autoscaling/v2,True,2,20,Pods,requests_per_minute,AverageValue,80
renatinhosfaria,famagpt,k8s/orchestrator-deployment.yaml,False,autoscaling/v2,True,2,20,Pods,response_time_p95_ms,AverageValue,2000
fatihyldrmm,CodeCamp24Presentation,week-3/day-15/case1/autoscaler.yml,False,autoscaling/v2,False,2,4,Resource,cpu,Utilization,80
Aakash181,Deployment,hpa/video-storage-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
danieleschmidt,protein-diffusion-design-lab,deployment/kubernetes/api-deployment.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
danieleschmidt,protein-diffusion-design-lab,deployment/kubernetes/api-deployment.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
CS3219-AY2324S1,ay2324s1-course-assessment-g11,deployment/gke-prod-manifests/matching-service-autoscaling.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,50
IshrakAdit,Microservice_Practice,Project_4/k8s/deploy.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
IshrakAdit,Microservice_Practice,Project_4/k8s/deploy.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
IshrakAdit,Microservice_Practice,Project_4/k8s/deploy.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
IshrakAdit,Microservice_Practice,Project_4/k8s/deploy.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
Cedricxxx,CRV_MiniProjet,MP2/redis.yml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
jorgealmansa,TFM-Jorge,FINAL/Cluster TFS/controller/manifests/pathcompservice.yaml,False,autoscaling/v2,False,1,20,Resource,cpu,Utilization,80
mohan-abcd,gcp-repo,hello-app/manifests/helloweb-hpa.yaml,False,autoscaling/v2beta2,False,1,5,Resource,cpu,Utilization,30
CalvinGraf1,cld,pw05/files/autoscaling.yaml,False,autoscaling/v1,False,1,4,resource,cpu,Utilization,30
aliyun-computenest,quickstart-zabbix,docker_compose/kubernetes.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
CodeGeek04,Go-Dynamic-Reverse-Proxy,kubernetes/hpa-template.yaml,False,autoscaling/v1,False,1,3,resource,cpu,Utilization,50
sriraju12,CKA,CKA_Practice.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
sriraju12,CKA,CKA_Practice.yaml,False,autoscaling/v2,True,1,10,Resource,cpu,Utilization,50
sriraju12,CKA,CKA_Practice.yaml,False,autoscaling/v2,False,1,20,Object,requests_per_second,Value,1000
MRPERFECT0603,SmartInbox,Kuberenetes/PodScaling/mailservice.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
epodegrid,kubegenie-dataset,K/kamus-FLojoKF9dIi/kamus.yaml,False,autoscaling/v1,False,2,10,resource,cpu,Utilization,50
epodegrid,kubegenie-dataset,K/kamus-FLojoKF9dIi/kamus.yaml,False,autoscaling/v1,False,2,10,resource,cpu,Utilization,50
SHAIK-MOHAMMAD-IRFAN27,REAL_TIME_SIGN_LANGUAGE_CHATBOT_END2END,SPE_SignLang/k8s/frontend-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
RisingStack,example-kubernetes-nodejs,gateway/templates/hpa-gateway.yaml,True,autoscaling/v1,False,1,10,resource,cpu,Utilization,50
viniolimpio3,AgentK,docs/example.yaml,False,autoscaling/v2,False,3,15,Resource,cpu,Utilization,30
viniolimpio3,AgentK,docs/example.yaml,False,autoscaling/v2,False,3,15,Resource,memory,Utilization,70
charansrisai03,bookmyevent,k8/backend-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
kurt70,dockerk8sworkshop,old/LoadTest/kubernetes/pi-calculator-api.yaml,False,autoscaling/v1,False,1,10,resource,cpu,Utilization,80
TGrande92,docker_proj1,kube-manifests/data-display-autoscaling.yaml,False,autoscaling/v2,True,1,5,Resource,cpu,Utilization,50
TGrande92,docker_proj1,kube-manifests/data-display-autoscaling.yaml,False,autoscaling/v2,True,1,5,Resource,memory,Utilization,70
QTNetModernization-5000-Repos,k8s-monitoring_1,custom-metrics/hpa-helloapi.yaml,False,autoscaling/v2beta2,False,1,10,Pods,http_requests_received,AverageValue,500m
