Owner,Project,File Path,Is Helm Template,apiVersion,ScaleTargetRef Kind,Has Behavior,Behavior ScaleUp StabilizationWindow,Behavior ScaleUp SelectPolicy,Behavior ScaleUp Policies,Behavior ScaleDown StabilizationWindow,Behavior ScaleDown SelectPolicy,Behavior ScaleDown Policies,MinReplicas,MaxReplicas,Metric Type,Metric Name,Target Kind,Target Value,ContainerResource Container
starz365,xarastore-platform-project,kubernetes/base/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 30}]",300,Max,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",3,10,Resource,memory,Utilization,80,
starz365,xarastore-platform-project,kubernetes/base/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 30}]",300,Max,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",3,10,Pods,http_requests_per_second,AverageValue,100,
starz365,xarastore-platform-project,kubernetes/base/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 30}]",300,Max,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",3,10,Object,requests_per_second,Value,1000,
kartikxsahu,quiccklabs,workshops/mlep-qwiklabs/tfserving-canary-gke/archive/tf-serving.old/tfserving-hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,4,resource,cpu,Utilization,60.0,
Sutlu,UeK109-lbb,frontend-hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,2,4,Resource,cpu,Utilization,80,
aporkolab,FeastFrenzy,backend/k8s/deployment.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,cpu,Utilization,70,
aporkolab,FeastFrenzy,backend/k8s/deployment.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,memory,Utilization,80,
ank-ankur,http,app1/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,2,5,resource,cpu,Utilization,50.0,
amdajhbdh,bac,k8s/base/autoscaling.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
amdajhbdh,bac,k8s/base/autoscaling.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
amdajhbdh,bac,k8s/base/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,20,Resource,cpu,Utilization,70,
amdajhbdh,bac,k8s/base/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,20,Resource,memory,Utilization,80,
AFKD98,LLM_devops,config_v2_feedback/generated_configs/dask/codellama7binstruct/level_3/config_8.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,3,8,Resource,cpu,,,
AFKD98,LLM_devops,config_v2_feedback/generated_configs/dask/codellama7binstruct/level_3/config_8.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,3,8,Resource,cpu,,,
weijie-lee,k8s-action,ch13-scheduling-security/hpa-custom-metrics/hpa-cpu.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,70,
samundra77,sprint-boot-app,hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,2,10,resource,cpu,Utilization,70.0,
sanjayk1512,kubernetesManifestfiles,hpa.yml,False,autoscaling/v1,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,50.0,
MALIEV-Co-Ltd,maliev-gitops,3-apps/maliev-iam-service/base/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,cpu,Utilization,80,
luisforni,nexus-settlement,infrastructure/k8s/notification-service.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,60,
iamtarunjotsingh,url-shortner,kubernetes/deployment.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,70,
iamtarunjotsingh,url-shortner,kubernetes/deployment.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,memory,Utilization,80,
edharkov,customer_management,k8s/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,6,Resource,cpu,Utilization,60,
edharkov,customer_management,k8s/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,6,Resource,memory,Utilization,70,
edharkov,customer_management,k8s/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,4,Resource,cpu,Utilization,55,
greeeg,cloud-architecture-fundamentals,tracks/kubernetes-cluster/hpa.yml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,50,
supersaiyane,SRE,Demo_Apps/golden_signal_calc-k8s/Monitoring & Scaling/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,70,
CharlesHenrynoah,SGF_generateur_de_fraudes,k8s/api-deployment.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,70,
CharlesHenrynoah,SGF_generateur_de_fraudes,k8s/api-deployment.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,memory,Utilization,80,
cogns,k8s-practice,ordersystem/k8s/hpa.yml,False,autoscaling/v1,Deployment,False,,,,,,,1,3,resource,cpu,Utilization,50.0,
Eminek-marz,VV2,go-service/k8s/production/ingress.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,cpu,Utilization,70,
Eminek-marz,VV2,go-service/k8s/production/ingress.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,memory,Utilization,80,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,True,,,,300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",1,5,Resource,cpu,Utilization,70,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,True,,,,300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",1,5,Resource,memory,Utilization,80,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,True,,,,300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",1,3,Resource,cpu,Utilization,70,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,True,,,,300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",1,3,Resource,memory,Utilization,80,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,cpu,Utilization,70,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,memory,Utilization,80,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,cpu,Utilization,60,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,memory,Utilization,70,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,60,
Adrasteon,JustNews,infrastructure/kubernetes/base/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,2,Resource,memory,Utilization,70,
prasant1998,manifest-kustomize,base-2/apps/worker/lh-worker/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,2,6,resource,cpu,Utilization,60.0,
alvarovianello,wa-FastFoodSelfService.orders_tools_api,Kubernetes/wa-ordertoolsapi-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,50,
shashikant-kumar-yai,kubernetes-assignment,blue-deployment/hpa-blue.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,20,
mvallsz,ecommerce-prices,kubernetes/web-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,10,Resource,cpu,Utilization,70,
vfarcic,k8s-specs,scaling/go-demo-5-db-hpa.yml,False,autoscaling/v2beta1,StatefulSet,False,,,,,,,3,5,Resource,cpu,,,
vfarcic,k8s-specs,scaling/go-demo-5-db-hpa.yml,False,autoscaling/v2beta1,StatefulSet,False,,,,,,,3,5,Resource,memory,,,
azizrosyid,latihan-kubernetes,hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,5,resource,cpu,Utilization,70.0,
edhenry,zero-to-inference-kubeflow,kubeflow/manifests/contrib/tektoncd/tektoncd-install/base/horizontal-pod-autoscaler.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,1,5,Resource,cpu,,,
candidoma,testhpa,nginx/hpa_external_reducer.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,External,YOUR_METRIC,Value,,
oracle-quickstart,oci-cloudnative,deploy/complete/kubernetes/autoscaling/events-hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,70,
Ankithv007,Kubernetes,HPA-VPA/apache-hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,5,
hdedhia86,ProductsStoreOnKubernetes1,hpa/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,3,10,resource,cpu,Utilization,50.0,
mofesola,istio-kubecon-demo,waypoint-proxy-examples/horizontalpodautoscaler-waypoint.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",3,15,Resource,memory,Utilization,70,
mofesola,istio-kubecon-demo,waypoint-proxy-examples/horizontalpodautoscaler-waypoint.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",3,15,Resource,cpu,Utilization,60,
sroettger,35c3ctf_chals,namespaces/autoscaling.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,5,resource,cpu,Utilization,80.0,
tunamaguro,home-kubernetes-open,base-extensions/cloudflare-tunnel/tunnel-1.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,80,
sagiri2004,ticket-booking-project,kubernetes/axon/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,1,Resource,cpu,Utilization,70,
AFKD98,LLM_devops,config/generated_configs/dask/codellama7binstruct_fsl/level_3/config_8.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,3,8,Resource,cpu,,,
AFKD98,LLM_devops,config/generated_configs/dask/codellama7binstruct_fsl/level_3/config_8.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,3,8,Resource,cpu,,,
kimseonguk197,k8s_inflearn,2.ordersystem/k8s/k8s-ordersystem/hpa.yml,False,autoscaling/v1,Deployment,False,,,,,,,2,10,resource,cpu,Utilization,30.0,
mirage208,gomall,build/ci/order-api.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,10,Resource,cpu,Utilization,80,
mirage208,gomall,build/ci/order-api.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,3,10,Resource,memory,Utilization,80,
Mujtaba10022,azure-infra-devops-assignment,kubernetes/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
Mujtaba10022,azure-infra-devops-assignment,kubernetes/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
wasifahmed-sudo,webapp-docker-kubernetes,k8s/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,5,resource,cpu,Utilization,75.0,
Solano204,tradeflow-microservices-architecture-project,search-service/k8s/search-service.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,15,Resource,cpu,Utilization,60,
OKESTRO-AIDevOps,nkia-api,var/done_question_mark_hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,2,11,resource,cpu,Utilization,50.0,
Abhicoder189,csidc-problem-solution,deployment/kubernetes/backend.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,8,Resource,cpu,Utilization,70,
Abhicoder189,csidc-problem-solution,deployment/kubernetes/backend.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,8,Resource,memory,Utilization,80,
xenorre,convo-frontend,k8s/deployment.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,cpu,Utilization,70,
xenorre,convo-frontend,k8s/deployment.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,memory,Utilization,80,
kuoss,kubeyaml,yamls/knative/horizontalpodautoscaler_istio-pilot.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,1,5,Resource,cpu,,,
rajabchikono25-collab,dchat,k8s/validator-statefulset.yaml,False,autoscaling/v2,StatefulSet,True,300.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",600,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",7,13,Resource,cpu,Utilization,70,
rajabchikono25-collab,dchat,k8s/validator-statefulset.yaml,False,autoscaling/v2,StatefulSet,True,300.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",600,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",7,13,Resource,memory,Utilization,80,
DevOpsUniversity-DU,Certified-DevOps-Professional,kube/controllers/hpa/hpa.yml,False,autoscaling/v1,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,10.0,
imanabr77,K8s-php,manifest/php-app/production-best-practices/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,70,
jinwoo0824,test,was.yaml,False,autoscaling/v1,Deployment,False,,,,,,,3,10,resource,cpu,Utilization,50.0,
MasterCloudApps-Projects,ElasticFaultTolerant-GroupChat,k8s/full_k8s.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,2,10,Resource,cpu,,,
jneaimi,n8n-tools-api,k8s/autoscaling.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
jneaimi,n8n-tools-api,k8s/autoscaling.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
kashyapkurmilla,e-Commerce-Docker,kubernetes/testing/hpa-python-server.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,50.0,
Phadated,csye7374-spring2019,k8s/app/HorizontalPodAutoscaler.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,1,15,Resource,cpu,,,
SomasekharSunkari,MicroService_Springboot,authservice/hpa.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",1,10,Resource,cpu,Utilization,70,
SomasekharSunkari,MicroService_Springboot,authservice/hpa.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",1,10,Resource,memory,Utilization,75,
LouisMatos,pos_tech_fiap_producao,K8S/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,5,resource,cpu,Utilization,80.0,
maxpain62,Study,kubernetes/HPA-example-2/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,4,10,Resource,cpu,Utilization,50,
thiago-allue,turbo_ai,kubernetes/backend-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,50,
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,False,autoscaling/v2,Deployment,True,,,,5,,,1,3,Resource,cpu,Utilization,10,
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,False,autoscaling/v2,Deployment,True,,,,5,,,1,3,Resource,cpu,Utilization,10,
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,False,autoscaling/v2,Deployment,True,,,,5,,,1,3,Resource,cpu,Utilization,10,
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,False,autoscaling/v2,Deployment,True,,,,5,,,1,3,Resource,cpu,Utilization,10,
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,False,autoscaling/v2,Deployment,True,,,,5,,,1,3,Resource,cpu,Utilization,10,
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,False,autoscaling/v2,Deployment,True,,,,5,,,1,3,Resource,cpu,Utilization,10,
daophanquochoai,FoodOrderingApp_BackEnd,k8s/7.hpa.yaml,False,autoscaling/v2,Deployment,True,,,,5,,,1,3,Resource,cpu,Utilization,10,
wasrazki,ecommerce-website,manifests/petstoreproductservice-deployment-everything-enabled.yml,False,autoscaling/v1,Deployment,False,,,,,,,1,4,resource,cpu,Utilization,80.0,
kaanberke,ecommerce-mlops-pipeline,hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,50,
kaanberke,ecommerce-mlops-pipeline,hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,50,
kaanberke,ecommerce-mlops-pipeline,hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,50,
VamshiTejaKumbham,FinTrack-AppAutomation,k8s/hpa.yml,False,autoscaling/v2,Deployment,True,30.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",2,5,Resource,cpu,Utilization,60,
VamshiTejaKumbham,FinTrack-AppAutomation,k8s/hpa.yml,False,autoscaling/v2,Deployment,True,30.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",2,5,Resource,memory,Utilization,70,
SOAT-46,fastfood-46,k8s/backend/autoscaling.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,50,
cannalogue,k8s-workshop,kubernetes/app1-autoscaler.yml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,3,Resource,cpu,Utilization,50,
alpsla,codequal,packages/agents/k8s/environments/staging.yaml,False,autoscaling/v2,Deployment,True,,,,300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",0,2,Resource,memory,Utilization,70,
omerbenda98,uitopia-cd,k8s/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,2,10,resource,cpu,Utilization,70.0,
Alexieve,marketing-real-time-games-VOU,infra/hpa/game-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,50,
kubescape,regolibrary,rules/horizontalpodautoscaler-in-default-namespace/test/horizontalpodautoscaler/input/horizontalpodautoscaler.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,50.0,
mannazo,mannazo-deploy,was/swagger-service/swagger-service-hpa-canary.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,70,
yoshuhire,eks-on-fargate,manifest/production/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,50,
AFKD98,LLM_devops,Optimizations_Final/DeepSeek/generated_configs/dask/codellama7binstruct/level_3/config_8.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,3,8,Resource,cpu,,,
AFKD98,LLM_devops,Optimizations_Final/DeepSeek/generated_configs/dask/codellama7binstruct/level_3/config_8.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,3,8,Resource,cpu,,,
ShaharyarShakir,devops-practice,14__kubernetes/practice/udemy-exercises/kube-in-k3d/HPA/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,cpu,Utilization,15,
sofusskovgaard,CoalitionBank,kubernetes/replica-sets/transactions-service.yml,False,autoscaling/v1,Deployment,False,,,,,,,2,10,resource,cpu,Utilization,50.0,
blitzy-public-samples,markdown-testing-2-sw8tf6,infrastructure/kubernetes/web/hpa.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
blitzy-public-samples,markdown-testing-2-sw8tf6,infrastructure/kubernetes/web/hpa.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
Khizra098,phase5,k8s/base/backend/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
Khizra098,phase5,k8s/base/backend/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,80,
etologic,aws-eks-wordpress,1.8/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,60.0,
sax3l,sparkling-owl-spin,infra/deployment/docker/k8s/base/hpa-api.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",3,20,Resource,cpu,Utilization,70,
sax3l,sparkling-owl-spin,infra/deployment/docker/k8s/base/hpa-api.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",3,20,Resource,memory,Utilization,80,
sax3l,sparkling-owl-spin,infra/deployment/docker/k8s/base/hpa-api.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",3,20,Pods,requests_per_second,AverageValue,100.0,
sax3l,sparkling-owl-spin,infra/deployment/docker/k8s/base/hpa-api.yaml,False,autoscaling/v2,Deployment,True,120.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",600,Min,"[{""type"": ""Percent"", ""value"": 20, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",4,50,Resource,cpu,Utilization,75,
sax3l,sparkling-owl-spin,infra/deployment/docker/k8s/base/hpa-api.yaml,False,autoscaling/v2,Deployment,True,120.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",600,Min,"[{""type"": ""Percent"", ""value"": 20, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",4,50,Resource,memory,Utilization,85,
sax3l,sparkling-owl-spin,infra/deployment/docker/k8s/base/hpa-api.yaml,False,autoscaling/v2,Deployment,True,120.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",600,Min,"[{""type"": ""Percent"", ""value"": 20, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",4,50,External,queue_length,AverageValue,10.0,
sax3l,sparkling-owl-spin,infra/deployment/docker/k8s/base/hpa-api.yaml,False,autoscaling/v2,Deployment,True,180.0,Max,"[{""type"": ""Percent"", ""value"": 75, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",900,Min,"[{""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",2,20,Resource,cpu,Utilization,70,
