Owner,Project,File Path,Is Helm Template,apiVersion,ScaleTargetRef Kind,Has Behavior,Behavior ScaleUp StabilizationWindow,Behavior ScaleUp SelectPolicy,Behavior ScaleUp Policies,Behavior ScaleDown StabilizationWindow,Behavior ScaleDown SelectPolicy,Behavior ScaleDown Policies,MinReplicas,MaxReplicas,Metric Type,Metric Name,Target Kind,Target Value,ContainerResource Container
vasmarfas,HighLoadFinalProject,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,30.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 15}]",60,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 15}]",2,5,Resource,memory,Utilization,80,
yoanyombapro1234,FeelGuuds,src/services/shipping_service/deploy/bases/backend/hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,99,
mzegarras,Galaxy-K8S-202109,Lab05/02_NetCore-Demo/CustomerApi/devops/k8s/03_customers_hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,40,
itsmurugappan,knative-on-your-mac,knative/knative-0.15.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,1,20,Resource,cpu,,,
CamiloPenagos99,microservice-hex-nodejs,manifests/overlays/prod/hpa.yml,False,autoscaling/v2beta2,,False,,,,,,,1,15,,,,,
viniciussantos45,fast-food-tech-challenge-payment,K8S/app/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,70,
mohamedabdelmoniem10,nestcraft,infra/k8s/frontend.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,8,Resource,cpu,Utilization,70,
mohamedabdelmoniem10,nestcraft,infra/k8s/frontend.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,8,Resource,memory,Utilization,80,
lanru2001,Kustomize-k8s,base/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,3,10,resource,cpu,Utilization,75.0,
cxlcxl,go-zero-move,deploy/rbac-rpc.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,1,3,Resource,cpu,,,
cxlcxl,go-zero-move,deploy/rbac-rpc.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,1,3,Resource,memory,,,
muaydin,ytdlp-test-service,k8s/hpa-custom.yaml,False,autoscaling/v2,Deployment,True,30.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 3, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 60}]",1,15,Resource,cpu,Utilization,60,
muaydin,ytdlp-test-service,k8s/hpa-custom.yaml,False,autoscaling/v2,Deployment,True,30.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 3, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 60}]",1,15,Resource,memory,Utilization,75,
chick-fil-a,kustomize-application,java-api/patches/hpa.yaml,False,autoscaling/v2beta1,,False,,,,,,,,20,,,,,
PDOK,mapserver-operator,internal/controller/test_data/wfs/noprefetch/expected/horizontalpodautoscaler.yaml,False,autoscaling/v2,Deployment,True,300.0,Max,"[{""type"": ""Pods"", ""value"": 20, ""periodSeconds"": 60}]",3600,Max,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 600}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 600}]",2,30,Resource,cpu,Utilization,90,
rondayan42,knowledge_repo_devops,kubernetes/frontend/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,70,
rondayan42,knowledge_repo_devops,kubernetes/frontend/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,memory,Utilization,80,
serenasensini,Kubernetes,Cap 14/autoscaler/hpa-stabilizationWindowSeconds-scaleDown.yaml,False,autoscaling/v2,Deployment,True,,,,60,Max,"[{""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}, {""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",1,3,Resource,cpu,Utilization,50,
indialawshield,chatbot,infra/k8s/hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,50,
indialawshield,chatbot,infra/k8s/hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,memory,Utilization,50,
alexwest1981,EduFlex,k8s/frontend.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,70,
PMprojetos,Projeto-de-Escalonamento,autoscaler/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,cpu,Utilization,50,
LLM-Dev-Ops,analytics-hub,infrastructure/k8s/databases/timescaledb/pgbouncer.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",3,10,Resource,cpu,Utilization,70,
LLM-Dev-Ops,analytics-hub,infrastructure/k8s/databases/timescaledb/pgbouncer.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",3,10,Resource,memory,Utilization,80,
PDOK,mapserver-operator,internal/controller/test_data/wms/custom-mapfile/expected/horizontalpodautoscaler.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Pods"", ""value"": 20, ""periodSeconds"": 60}]",3600,Max,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 600}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 600}]",2,30,Resource,cpu,Utilization,90,
deib-polimi,serverless-sock-shop,deploy/sock-shop-openfaas/hpa_rt/user-svc-register.yaml,False,autoscaling/v2beta2,Deployment,True,15.0,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 15}]",30,,"[{""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 15}]",1,50,Object,response_time,Value,25.0,
andersonsrocha,hackathon-properties,manifests/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,5,resource,cpu,Utilization,70.0,
ibn3bbas-sd,Project-07-Cloud-Native-Video-Streaming-Platform,k8s/hpa/cdn-edge-cache-hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,20,Resource,cpu,Utilization,60,
ibn3bbas-sd,Project-07-Cloud-Native-Video-Streaming-Platform,k8s/hpa/cdn-edge-cache-hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,20,Resource,memory,Utilization,75,
gangak19,microservice-project,HPA/redis-msrv-hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,80,
akshay-greenlang,Code-V1_GreenLang,applications/gl_agents/Framework_GreenLang/deployment/kubernetes/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}, {""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 120}, {""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 120}]",3,20,Resource,cpu,Utilization,70,
akshay-greenlang,Code-V1_GreenLang,applications/gl_agents/Framework_GreenLang/deployment/kubernetes/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}, {""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 120}, {""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 120}]",3,20,Resource,memory,Utilization,80,
akshay-greenlang,Code-V1_GreenLang,applications/gl_agents/Framework_GreenLang/deployment/kubernetes/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}, {""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 120}, {""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 120}]",3,20,Pods,http_requests_per_second,AverageValue,1000.0,
Sahillather002,netguard,infrastructure/kubernetes/deployment.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,10,Resource,cpu,Utilization,70,
Sahillather002,netguard,infrastructure/kubernetes/deployment.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,10,Resource,memory,Utilization,80,
danalderslade,FinCEN_SAR,k8s/hpa.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",2,8,Resource,cpu,Utilization,70,
danalderslade,FinCEN_SAR,k8s/hpa.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",2,8,Resource,memory,Utilization,80,
danalderslade,FinCEN_SAR,k8s/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,2,6,Resource,cpu,Utilization,70,
hellomuba,YarnMarket-AI,infrastructure/kubernetes/production/conversation-engine.yaml,False,autoscaling/v2,Deployment,False,,,,,,,5,50,Resource,cpu,Utilization,70,
hellomuba,YarnMarket-AI,infrastructure/kubernetes/production/conversation-engine.yaml,False,autoscaling/v2,Deployment,False,,,,,,,5,50,Resource,memory,Utilization,80,
hellomuba,YarnMarket-AI,infrastructure/kubernetes/production/conversation-engine.yaml,False,autoscaling/v2,Deployment,False,,,,,,,5,50,Pods,active_conversations,AverageValue,100.0,
CoenDV,app22-deploy,base/RecommendationService/hpa-recommendationservice.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",1,10,Resource,cpu,Utilization,70,
CoenDV,app22-deploy,base/RecommendationService/hpa-recommendationservice.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",1,10,Resource,memory,Utilization,80,
kube-craft,git-ops,argocd-declarative/manifests/autoscaling-demo-app/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,70,
ChowdriS,Intern_SelfLearn,Docker + Kubernetes/K8s/Day5/asg.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,50,
ChowdriS,Intern_SelfLearn,Docker + Kubernetes/K8s/Day5/asg.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,2,Resource,memory,AverageValue,100.0,
gloori,kubeflow-poc,manifests-1.6.0/common/knative/knative-eventing/base/upstream/eventing-core.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,100,
walessy,Progressive-Framework-v5,deploy/docker-compose.dev.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
walessy,Progressive-Framework-v5,deploy/docker-compose.dev.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
AFKD98,LLM_devops,config/generated_configs/dask/codellama_13b_instruct_fsl/level_5/config_7.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,2,5,Resource,cpu,,,
AFKD98,LLM_devops,config/generated_configs/dask/codellama_13b_instruct_fsl/level_5/config_7.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,2,5,Resource,memory,,,
AFKD98,LLM_devops,config/generated_configs/dask/codellama_13b_instruct_fsl/level_5/config_7.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,2,5,Pods,,,,
evankanderson,knative-config-packaging,base/knative-eventing/knative-eventing/0.25.0/2-eventing-core.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,100,
Pvz25,Sock-Shop-New,manifests/overlays/multi-hpa/front-end-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,5,
evankanderson,knative-config-packaging,base/eventing-source/eventing-source/0.25.3/4-eventing-core.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,100,
andypangaribuan,squirrel,template/hpa.yml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 30}]",180,Min,"[{""type"": ""Percent"", ""value"": 75, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 30}]",$KYML_HPA_MIN_REPLICA,$KYML_HPA_MAX_REPLICA,Resource,cpu,Utilization,$KYML_HPA_AVG_CPU,
andypangaribuan,squirrel,template/hpa.yml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 30}]",180,Min,"[{""type"": ""Percent"", ""value"": 75, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 30}]",$KYML_HPA_MIN_REPLICA,$KYML_HPA_MAX_REPLICA,Resource,memory,Utilization,$KYML_HPA_AVG_MEMORY,
cameroon-voting-system,election-system-deploiement,hpa-config.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,50,
cameroon-voting-system,election-system-deploiement,hpa-config.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,memory,Utilization,70,
cameroon-voting-system,election-system-deploiement,hpa-config.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,8,Resource,cpu,Utilization,60,
cameroon-voting-system,election-system-deploiement,hpa-config.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,8,Resource,memory,Utilization,80,
yat-depi-SW,Software,DevOps Engineer/YAT224_CAI1_SWD1_G6d_22May/Mamo Group/DEPI-Project/asg.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,4,Resource,cpu,Utilization,50,
BlackspaceInc,BlackspacePlatform,src/services/authentication_handler_service/deploy/bases/backend/hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,99,
BlackspaceInc,BlackspacePlatform,src/services/business_account_service/deploy/bases/backend/hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,99,
Arkoprabho,sablier-bug,whoami11.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 15}]",30,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 15}]",1,50,Resource,cpu,Utilization,40,
yoanyombapro1234,FeelGuuds,src/services/authentication_handler_service/deploy/bases/backend/hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,2,Resource,cpu,Utilization,99,
evankanderson,knative-config-packaging,base/eventing-source/eventing-source/1.0.1/8-mt-channel-broker.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,70,
evankanderson,knative-config-packaging,base/eventing-source/eventing-source/1.0.1/8-mt-channel-broker.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,70,
sc-test-organization,kubes-deployment-testing,padmin1/base/sso-oauth-authority/horizontalpodautoscaler.yaml,False,autoscaling/v1,,False,,,,,,,,0,,,,,
steblynskyi,infrastructure,environments/dev/kubernetes/services/integrations/lightspeed-public-api.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,2,3,Resource,cpu,Utilization,85,
steblynskyi,infrastructure,environments/dev/kubernetes/services/integrations/lightspeed-public-api.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,2,3,Resource,memory,AverageValue,240.0,
mn2tech,Viya4-nm2tech,operator-deploy/sas-bases/base/components/sas-lineage-app/resources.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,1,Resource,cpu,Utilization,80,
thetsajeet,lab,kube/playground/section10/mongodb/grade-submission-portal/grade-submission-portal-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,50,
PhevosSk,srechallengeflaschenpost,Question2_Kubernetes/hpa.yaml,False,autoscaling/v2,Deployment,True,,,,5,Max,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,cpu,Utilization,60,
rajeev-kumarsingh,kubbernetes-administrative,kubernetes_30_days_intensive_plan/day10/go-demo-5-api-hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,80,
rajeev-kumarsingh,kubbernetes-administrative,kubernetes_30_days_intensive_plan/day10/go-demo-5-api-hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,memory,Utilization,80,
thetsajeet,lab,kube/playground/section9/mongodb/grade-submission-portal/grade-submission-portal-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,50,
BayajidAlam,node-fleet,gitops/apps/demo-app/autoscaler.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
BayajidAlam,node-fleet,gitops/apps/demo-app/autoscaler.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,75,
Knikhil14,event-monitoring-system,infrastructure/kubernetes/deployments/event-processor-deployment.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,8,Resource,cpu,Utilization,70,
Knikhil14,event-monitoring-system,infrastructure/kubernetes/deployments/event-processor-deployment.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,8,Resource,memory,Utilization,80,
Knikhil14,event-monitoring-system,infrastructure/kubernetes/deployments/event-processor-deployment.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,8,Pods,events_processed_per_second,AverageValue,500,
juliosouzam,k8s_node_app,k8s/mongo/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,70,
frameless,huishoudboekje-nl-design-system-demo,k8s/base/organisatieservice/horizontalpodautoscaler.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,1,resource,cpu,Utilization,80.0,
gatsbynguyen99,CLO835-Final-Project,manifest/hpa_config.yaml,False,autoscaling/v1,Deployment,False,,,,,,,3,3,resource,cpu,Utilization,5.0,
Doud75,hetic-friday,app/kubernetes-manifests/recommendationservice-hpa.yaml,False,autoscaling/v2,Deployment,True,30.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 15}]",300,Max,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",5,60,Resource,cpu,Utilization,50,
Doud75,hetic-friday,app/kubernetes-manifests/recommendationservice-hpa.yaml,False,autoscaling/v2,Deployment,True,30.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 15}]",300,Max,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",5,60,Resource,memory,Utilization,80,
shenoyabhijith,llama-k8s-deployment,k8s/worker-gpu.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,cpu,Utilization,70,
shenoyabhijith,llama-k8s-deployment,k8s/worker-gpu.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,10,Resource,nvidia.com/gpu,Utilization,85,
elucidate-ai,personalresearcher-ag4mzv,infrastructure/kubernetes/apps/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,,3,10,Resource,cpu,Utilization,70,
elucidate-ai,personalresearcher-ag4mzv,infrastructure/kubernetes/apps/hpa.yaml,False,autoscaling/v2,Deployment,True,120.0,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",300,,,2,8,Resource,cpu,Utilization,75,
elucidate-ai,personalresearcher-ag4mzv,infrastructure/kubernetes/apps/hpa.yaml,False,autoscaling/v2,Deployment,True,180.0,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",300,,,2,6,Resource,cpu,Utilization,80,
B59-CloudDevOps,learn-kubernetes,00-basics/21-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,10,Resource,cpu,Utilization,75,
ricardo85x,devops-ninja,exercicios/autoscaling/hpa.yml,False,autoscaling/v1,Deployment,False,,,,,,,1,100,resource,cpu,Utilization,50.0,
fcarp10,benchfaster,roles/applications/openfaas/files/payload-echo-hpa.yml,False,autoscaling/v2,Deployment,True,,,,30,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}]",1,50,Pods,http_requests_per_second,AverageValue,200,
fcarp10,benchfaster,roles/applications/openfaas/files/payload-echo-hpa.yml,False,autoscaling/v2,Deployment,True,,,,30,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}]",1,50,Resource,cpu,Utilization,90,
Dragondrax,Fiap-TechChallenge-Fase4,k8s/api/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,50,
kadannrheim,devops,devops-train/kubernetes/v4_podAntiAffinity/HorizontalPodAutoscaler/HorizontalPodAutoscaler.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,5,
ionir-cloud,ionir-labs,distribution/knative/serving-core-v0_22_0.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,20,Resource,cpu,Utilization,100,
ionir-cloud,ionir-labs,distribution/knative/serving-core-v0_22_0.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,100,
longle11,NT114.O21.MMCL-DACN-MICROSERVICE,infras/k8s/issuehistory-manifests/issuehistory-hpa.yml,False,autoscaling/v1,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,60.0,
Einsteiniumeinsteinian,Cors-Proxy,kubernetes/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 60}]",4,20,Resource,cpu,Utilization,70,
Einsteiniumeinsteinian,Cors-Proxy,kubernetes/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 60}]",4,20,Resource,memory,Utilization,80,
Tj-Github30,live-flash-auction,backend/k8s/auction-management/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",2,4,Resource,cpu,Utilization,70,
Tj-Github30,live-flash-auction,backend/k8s/auction-management/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",2,4,Resource,memory,Utilization,80,
IshrakAdit,Devops_Practice,Cmds/k8s/yaml_files/HPA/resource-limit.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,80.0,
IshrakAdit,Devops_Practice,Cmds/k8s/yaml_files/HPA/resource-limit.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,80.0,
krisbalev,s6-individual-project,k8s-local/post-service-deployment.yaml,False,autoscaling/v2,Deployment,False,,,,,,,10,45,Resource,cpu,Utilization,50,
frameless,huishoudboekje-nl-design-system-demo,k8s/base/database/horizontalpodautoscaler.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,1,resource,cpu,Utilization,80.0,
Hetavs145,VaquaH,infra/k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",1,6,Resource,cpu,Utilization,70,
